date,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63
2018-03-15,-8632.55,4365.8486,11211.909,3520.287,-2990.9395,-5617.4927,-14962.1045,-6481.448,-113.55422,-201.06323,9683.566,-2578.2195,1550.4832,1900.682,1037.5355,-21621.531,-2259.049,-11165.172,2086.063,-801.98926,8920.0625,773.79156,-10304.646,3078.851,10189.203,4074.2893,-1637.9617,-1716.0878,-1905.3885,-1059.783,1165.7312,-11050.793,6910.9336,3972.8677,901.9135,18713.621,309.40207,-10372.622,7953.924,-2054.6733,-3438.8708,-10320.883,5810.0596,-2987.0447,2551.0505,147.2525,7867.4185,10311.403,418.43848,-388.4921,11759.534,10850.282,5218.9717,-667.901,5620.7866,-9175.904,10096.005,10790.465,-4074.6028,-12739.248,-2552.0835,-824.82587,-3417.0735,-13801.428
2018-03-16,-12496.686,6394.7017,16144.406,5147.5635,-4297.885,-8157.06,-21704.922,-9274.062,-199.98651,-329.55066,14038.368,-3698.88,2274.4585,2773.9285,1503.0074,-31302.709,-3255.9663,-16205.546,2968.9695,-1184.2124,12854.9375,1147.4397,-14774.581,4549.454,14754.476,5971.97,-2407.9448,-2444.2676,-2767.8413,-1492.6282,1667.0424,-15945.1,10016.591,5713.408,1292.3699,27120.906,484.01465,-14982.85,11504.989,-2970.8457,-4990.7417,-14868.278,8443.361,-4349.049,3602.9282,195.6412,11349.48,14887.274,583.96075,-645.2286,16974.945,15733.283,7515.9487,-906.35846,8156.122,-13289.407,14636.512,15652.089,-5823.082,-18459.035,-3726.0195,-1187.7703,-4952.441,-20051.766
2018-03-17,-13157.362,6767.2905,16962.387,5443.1675,-4510.0347,-8599.611,-22867.412,-9715.196,-224.79959,-362.58905,14789.495,-3881.888,2404.15,2930.0723,1581.3824,-32954.344,-3421.5337,-17083.578,3100.7437,-1256.0452,13508.887,1219.4614,-15491.405,4832.7583,15536.968,6321.114,-2550.9893,-2558.712,-2916.1858,-1555.9807,1745.5312,-16764.795,10555.266,5996.229,1352.348,28563.541,526.8732,-15760.869,12106.366,-3125.112,-5259.6606,-15625.315,8901.271,-4587.4604,3755.3923,198.90547,11931.353,15656.263,609.5989,-716.35394,17843.652,16577.885,7895.018,-927.9313,8596.402,-13998.29,15419.007,16492.557,-6099.2417,-19440.305,-3939.02,-1251.0709,-5213.145,-21142.445
2018-03-18,-11262.35,5762.125,14551.505,4638.432,-3873.597,-7352.234,-19558.684,-8357.84,-178.57904,-296.51807,12651.829,-3334.1704,2047.7295,2498.802,1353.4513,-28208.463,-2934.362,-14604.814,2674.8013,-1066.2922,11586.901,1032.9766,-13316.77,4098.7397,13296.476,5381.4805,-2170.6152,-2204.5854,-2494.2224,-1347.1342,1502.8275,-14370.9375,9028.661,5147.9053,1162.8547,24439.77,437.71478,-13503.168,10366.806,-2677.5903,-4497.2334,-13402.509,7608.0586,-3918.0208,3249.2744,177.20898,10228.923,13417.081,528.2303,-580.6828,15296.98,14179.295,6774.2134,-817.8626,7350.541,-11978.425,13189.782,14105.379,-5249.678,-16633.967,-3359.0881,-1071.0071,-4461.802,-18070.033
2018-03-19,-10146.72,5110.2446,13195.572,4122.394,-3523.0195,-6596.3755,-17574.758,-7644.809,-125.15185,-227.47156,11375.305,-3037.382,1815.6593,2226.9226,1218.6405,-25411.326,-2658.9949,-13108.488,2466.3298,-937.291,10498.662,904.3945,-12148.106,3594.034,11972.185,4769.4536,-1917.7996,-2023.7676,-2238.7266,-1253.6527,1377.5188,-12999.406,8116.7666,4680.146,1063.6068,21985.947,356.00592,-12195.859,9349.162,-2414.617,-4037.697,-12146.755,6822.2427,-3505.7483,3022.031,175.86848,9255.943,12127.332,494.15607,-435.1469,13837.916,12743.384,6145.5703,-800.3531,6601.0874,-10778.958,11860.318,12673.044,-4805.332,-14965.42,-2990.8616,-967.783,-4017.3616,-16200.721
2018-03-20,-11745.631,5940.636,15247.431,4790.2935,-4068.8623,-7644.7427,-20363.686,-8814.419,-156.99127,-276.9866,13175.777,-3503.7808,2113.736,2586.25,1412.1399,-29421.365,-3073.3953,-15189.375,2838.9922,-1092.9895,12134.752,1054.9808,-14016.185,4190.3843,13861.694,5545.8496,-2231.826,-2329.7332,-2595.9502,-1437.5026,1586.9314,-15032.818,9399.476,5406.146,1227.7487,25466.29,422.68927,-14109.535,10822.585,-2796.2104,-4679.216,-14036.84,7909.675,-4067.2356,3466.5237,198.54343,10703.171,14027.319,563.63824,-531.7059,16006.149,14761.798,7101.16,-906.04926,7648.03,-12480.804,13737.656,14683.173,-5538.4463,-17333.895,-3472.2712,-1117.5818,-4653.2744,-18781.516
2018-03-21,-10780.847,5450.017,13994.906,4393.631,-3733.435,-7015.5176,-18684.363,-8091.7344,-143.30264,-252.03513,12091.005,-3217.9785,1936.7505,2372.1328,1294.5089,-26998.707,-2820.9487,-13938.477,2606.3965,-1002.35345,11137.687,969.4509,-12866.774,3844.736,12720.638,5088.0767,-2048.144,-2138.2595,-2381.2085,-1319.7177,1458.4249,-13795.57,8627.127,4961.7773,1126.2928,23366.277,388.93982,-12946.945,9929.344,-2563.412,-4292.821,-12884.721,7257.44,-3731.569,3186.359,180.9885,9822.303,12872.434,518.8406,-485.30624,14688.361,13545.982,6518.737,-833.5249,7018.7305,-11452.964,12607.287,13472.695,-5083.407,-15903.378,-3186.3098,-1026.4071,-4270.1357,-17231.682
2018-03-22,-10426.02,5273.4907,13535.76,4251.8696,-3611.166,-6785.501,-18073.275,-7824.472,-139.07935,-244.64653,11695.172,-3111.4617,1874.6614,2295.8003,1253.0717,-26114.182,-2727.9014,-13483.338,2519.4216,-969.76276,10771.083,936.465,-12441.41,3720.0857,12304.533,4922.474,-1980.3744,-2069.0283,-2303.0154,-1276.7241,1408.4325,-13343.593,8344.718,4798.011,1089.5975,22602.594,375.25217,-12524.232,9605.662,-2481.1726,-4153.1157,-12460.735,7019.5396,-3609.368,3078.2517,176.13695,9500.172,12450.97,502.13928,-471.35794,14204.813,13103.354,6302.946,-804.75104,6788.6064,-11079.256,12194.056,13032.554,-4916.8467,-15385.11,-3082.2065,-993.6733,-4129.239,-16669.955
2018-03-23,-14389.261,7316.7266,18626.14,5892.4194,-4962.5093,-9377.825,-24959.793,-10735.288,-212.17062,-357.92792,16147.654,-4276.286,2599.9932,3177.9849,1726.664,-36031.59,-3756.4866,-18626.266,3448.745,-1351.1656,14830.018,1311.7006,-17088.598,5186.278,16978.406,6834.006,-2755.8022,-2829.278,-3183.0576,-1736.4436,1936.0687,-18378.764,11521.541,6599.423,1494.4329,31198.25,542.03436,-17256.71,13242.943,-3416.3455,-5735.2446,-17153.887,9704.289,-4994.081,4202.417,229.55098,13084.31,17153.896,680.2881,-695.7028,19573.018,18092.555,8677.838,-1077.4982,9378.728,-15287.388,16838.191,17997.242,-6738.6514,-21230.506,-4271.303,-1366.3029,-5702.1646,-23036.596
2018-03-24,-17833.244,9178.513,22968.88,7379.5156,-6104.2656,-11661.147,-30989.373,-13146.377,-304.47797,-499.40128,20047.191,-5256.106,3259.455,3966.4805,2141.9753,-44655.242,-4637.753,-23153.406,4195.9404,-1705.1641,18306.258,1662.112,-20980.855,6556.6387,21049.574,8579.304,-3470.705,-3461.5132,-3954.2666,-2101.3823,2369.5977,-22707.725,14306.704,8120.83,1824.9414,38707.86,726.9912,-21349.129,16395.326,-4230.731,-7127.861,-21171.07,12068.168,-6219.1724,5083.114,264.17117,16163.844,21207.867,818.7645,-984.7464,24182.125,22465.52,10699.163,-1250.6959,11656.0205,-18964.896,20893.86,22353.93,-8254.265,-26337.87,-5344.428,-1684.4229,-7066.6655,-28654.846
2018-03-25,-15580.022,7917.5254,20174.938,6377.7437,-5377.102,-10152.816,-27024.418,-11630.959,-225.93484,-386.30997,17484.209,-4631.879,2814.313,3438.9668,1870.1031,-39014.49,-4068.9155,-20166.436,3736.7815,-1461.3093,16063.585,1416.4291,-18513.662,5608.223,18384.13,7394.7812,-2982.0347,-3067.5269,-3446.3486,-1884.5061,2097.1946,-19906.146,12474.602,7148.264,1618.079,33781.312,584.544,-18690.031,14341.217,-3701.4194,-6210.198,-18580.592,10505.705,-5406.059,4555.5806,251.94266,14171.64,18579.207,738.1645,-748.15985,21197.842,19589.72,9398.965,-1170.6677,10154.256,-16554.596,18229.693,19486.305,-7303.5615,-22989.205,-4623.9854,-1479.2119,-6173.433,-24940.943
2018-03-26,-11129.313,5621.0093,14453.038,4532.871,-3857.4314,-7241.152,-19289.64,-8361.24,-145.98448,-258.7635,12481.428,-3322.7488,1999.6985,2447.9036,1337.3506,-27875.45,-2913.2688,-14386.314,2695.1833,-1033.6366,11502.429,998.3376,-13293.258,3961.7832,13132.285,5247.6816,-2112.0166,-2209.5708,-2459.1025,-1364.6039,1506.5604,-14246.685,8904.003,5125.9185,1164.5912,24124.588,398.09457,-13369.39,10253.706,-2648.5022,-4431.619,-13305.482,7491.7124,-3851.6821,3293.6704,188.51355,10143.9,13292.83,535.1515,-495.79715,15170.905,13982.918,6732.504,-864.14636,7244.461,-11822.851,13014.318,13908.183,-5253.011,-16419.826,-3286.6487,-1058.5773,-4409.3174,-17786.945
2018-03-27,-11955.06,6063.802,15500.117,4887.2944,-4133.565,-7786.3853,-20735.488,-8947.051,-167.98143,-289.88956,13414.861,-3559.427,2157.213,2637.6453,1437.2383,-29945.545,-3124.7766,-15470.079,2877.8289,-1117.5824,12337.261,1080.3519,-14233.27,4286.793,14109.917,5661.5273,-2279.4038,-2362.5186,-2643.6453,-1453.8977,1610.4669,-15288.337,9570.483,5493.569,1246.5991,25925.613,438.30972,-14353.206,11012.719,-2844.439,-4765.174,-14270.697,8057.29,-4144.8315,3508.398,197.69371,10884.472,14267.695,569.6694,-559.84845,16278.472,15030.841,7218.5103,-908.6113,7788.688,-12704.836,13987.498,14951.484,-5620.0034,-17645.945,-3541.258,-1137.0935,-4736.842,-19131.8
2018-03-28,-13286.983,6736.38,17228.27,5429.102,-4594.221,-8653.032,-23042.883,-9946.722,-186.1441,-320.50092,14907.969,-3957.0837,2396.127,2930.6416,1596.8981,-33280.312,-3473.0444,-17190.746,3200.2688,-1241.422,13712.663,1200.8511,-15822.793,4761.4385,15680.6,6289.61,-2532.6035,-2625.8965,-2937.7932,-1616.0652,1791.1432,-16991.49,10635.786,6106.488,1386.1627,28810.656,486.763,-15951.128,12238.451,-3160.3386,-5294.8823,-15861.72,8953.726,-4605.907,3902.7898,219.18799,12097.157,15856.759,633.48706,-619.1224,18093.156,16703.207,8024.0586,-1011.85345,8655.317,-14118.209,15544.936,16614.848,-6247.1475,-19608.936,-3934.211,-1263.701,-5264.8716,-21259.086
2018-03-29,-11861.879,6116.8813,15275.958,4917.302,-4058.2063,-7758.251,-20620.43,-8735.1455,-209.35046,-333.10672,13337.242,-3494.7322,2170.7053,2646.002,1424.8014,-29706.074,-3081.1575,-15410.888,2782.9417,-1136.3959,12166.446,1104.9398,-13935.523,4376.7954,14007.654,5713.7446,-2307.422,-2300.0967,-2628.996,-1395.2153,1569.2843,-15102.297,9520.924,5395.7266,1215.3416,25752.086,484.12033,-14201.246,10909.57,-2815.1829,-4743.4883,-14073.55,8028.9985,-4139.4775,3369.192,175.63885,10747.027,14105.383,548.36426,-662.1138,16071.12,14950.839,7108.9404,-824.7158,7753.6973,-12622.39,13904.412,14873.207,-5483.7793,-17526.328,-3558.413,-1129.0802,-4698.9404,-19073.17
2018-03-30,-14347.071,7384.6934,18479.992,5938.02,-4912.55,-9383.19,-24931.11,-10573.2,-244.16478,-403.26315,16127.692,-4227.4653,2620.5957,3190.6624,1720.6478,-35918.89,-3730.277,-18628.402,3370.547,-1371.6638,14727.264,1333.382,-16874.625,5277.6807,16934.734,6902.0415,-2793.1516,-2785.3408,-3181.0627,-1693.5465,1905.3501,-18270.314,11511.844,6529.6855,1464.4727,31137.732,587.8851,-17175.172,13188.637,-3405.1624,-5734.421,-17033.303,9708.347,-5002.821,4089.0469,216.22852,13003.302,17062.992,662.4686,-791.86707,19449.213,18075.863,8606.781,-1005.8367,9376.452,-15262.301,16808.277,17982.902,-6641.606,-21187.65,-4304.5,-1358.4077,-5682.6875,-23054.865
2018-03-31,-17779.9,9154.233,22912.848,7366.8677,-6090.248,-11626.747,-30907.44,-13111.487,-303.12698,-498.1852,19993.605,-5243.7983,3254.4036,3960.5615,2139.7925,-44540.15,-4626.8687,-23095.082,4184.7188,-1699.1721,18253.96,1653.5079,-20923.14,6537.202,20996.016,8555.943,-3454.2058,-3460.2166,-3942.087,-2099.6667,2358.1494,-22649.613,14268.68,8100.7646,1822.7881,38609.793,715.5136,-21300.965,16356.681,-4223.7407,-7110.4634,-21116.158,12032.975,-6201.2803,5062.5737,266.86734,16121.314,21154.768,818.95105,-981.8825,24113.742,22407.371,10662.948,-1245.9677,11623.268,-18919.299,20838.205,22294.95,-8236.823,-26276.637,-5327.7036,-1685.1495,-7046.5967,-28582.36
2018-04-01,-12464.619,6263.824,16222.8955,5053.463,-4331.772,-8098.2427,-21577.084,-9409.033,-147.53244,-271.7363,13968.649,-3737.9438,2223.0369,2730.6436,1495.4374,-31210.771,-3268.679,-16093.551,3038.0881,-1147.1373,12905.622,1107.7633,-14946.77,4399.5786,14704.318,5845.7456,-2350.029,-2492.052,-2747.547,-1546.639,1697.0651,-15974.982,9968.617,5754.9507,1308.0195,26996.824,432.62683,-14983.713,11482.734,-2964.0754,-4956.363,-14933.409,8373.693,-4301.4585,3730.0518,217.66133,11374.998,14901.54,611.4101,-519.575,17004.22,15647.586,7556.251,-994.02484,8105.104,-13237.921,14564.686,15559.504,-5914.5205,-18375.79,-3668.698,-1190.1512,-4933.508,-19884.428
2018-04-02,-14193.145,7347.3794,18249.018,5909.2305,-4839.9717,-9294.593,-24679.277,-10404.8,-257.01382,-414.0571,15970.9795,-4176.835,2605.0156,3171.9338,1705.5922,-35547.43,-3687.2751,-18461.734,3309.9307,-1365.4576,14540.264,1339.057,-16627.377,5268.1597,16760.773,6871.0283,-2775.0095,-2748.703,-3144.8247,-1658.5386,1874.1552,-18047.213,11404.821,6443.471,1443.4313,30821.86,592.1533,-16983.855,13039.962,-3362.039,-5680.3906,-16827.412,9614.158,-4957.5034,3999.9016,201.84422,12842.829,16860.877,650.5428,-827.1644,19208.938,17899.652,8487.343,-965.0255,9289.986,-15108.1,16643.426,17807.87,-6537.1094,-20973.96,-4270.4053,-1347.5372,-5623.024,-22844.338
2018-04-03,-16416.707,8364.015,21248.22,6737.382,-5657.8433,-10704.001,-28485.588,-12233.694,-243.47945,-414.044,18432.494,-4877.7817,2971.3801,3631.4155,1974.3416,-41119.883,-4286.7886,-21267.676,3926.6204,-1543.6238,16916.23,1498.876,-19481.127,5929.941,19377.863,7812.3276,-3147.0977,-3232.9895,-3630.4622,-1980.0172,2202.5183,-20967.533,13154.412,7524.608,1702.456,35609.668,618.87933,-19697.395,15112.981,-3900.7651,-6548.711,-19570.65,11074.837,-5699.2534,4778.773,262.0719,14927.881,19572.695,776.2421,-809.1821,22323.508,20653.506,9892.385,-1219.8541,10707.126,-17452.004,19216.4,20545.393,-7685.5127,-24236.672,-4878.5396,-1560.4019,-6503.1133,-26301.7
2018-04-04,-13422.939,6834.7896,17369.148,5502.5645,-4624.6943,-8750.657,-23282.84,-10002.216,-200.1868,-336.19238,15065.316,-3988.082,2424.8652,2966.9204,1609.6163,-33607.688,-3502.5327,-17382.295,3208.9424,-1261.8939,13827.811,1226.2723,-15925.066,4849.5747,15839.154,6383.489,-2573.5505,-2638.3425,-2967.3733,-1617.9565,1803.3766,-17138.662,10753.124,6149.816,1390.5815,29101.03,510.15366,-16094.91,12349.882,-3185.153,-5351.06,-15997.312,9052.529,-4658.6787,3912.638,212.97864,12200.598,15997.083,636.7897,-657.664,18245.893,16881.326,8089.812,-999.4108,8751.327,-14264.356,15708.877,16790.777,-6280.279,-19804.19,-3989.1875,-1277.4128,-5315.959,-21495.182
2018-04-05,-15287.194,7785.8623,19784.664,6270.6226,-5267.775,-9966.258,-26520.967,-11393.054,-226.22758,-384.38596,17161.814,-4542.949,2764.806,3379.5872,1837.1637,-38285.51,-3991.926,-19800.635,3657.482,-1437.0146,15752.189,1396.93,-18142.404,5520.4097,18041.855,7272.8022,-2930.906,-3009.161,-3380.2058,-1843.3611,2053.083,-19522.564,12247.861,7007.1626,1584.8438,33153.062,577.39856,-18338.26,14069.699,-3629.7007,-6096.484,-18223.785,10311.532,-5306.323,4453.6143,242.92964,13899.384,18223.568,722.65735,-751.4525,20786.707,19228.965,9213.124,-1137.3221,9969.569,-16247.825,17892.195,19128.059,-7155.8936,-22563.229,-4542.12,-1452.1149,-6055.6265,-24485.875
2018-04-06,-14113.763,7200.257,18255.365,5796.887,-4860.2153,-9205.385,-24493.031,-10502.738,-214.69641,-360.12335,15847.337,-4188.438,2556.4377,3124.5122,1695.1852,-35345.33,-3681.359,-18288.383,3366.5544,-1330.2484,14533.862,1290.7817,-16726.064,5112.2856,16659.207,6724.1895,-2710.2788,-2771.8726,-3121.655,-1697.3738,1890.6028,-18018.662,11310.43,6461.709,1460.9908,30612.752,539.10913,-16926.2,12989.984,-3352.5232,-5630.994,-16813.264,9524.189,-4902.53,4097.8784,223.92372,12826.641,16820.305,666.9203,-705.3486,19180.479,17758.783,8499.802,-1041.4825,9206.151,-15004.684,16522.197,17664.945,-6596.566,-20835.008,-4199.6104,-1342.9353,-5589.742,-22619.418
2018-04-07,-17323.922,8940.326,22295.861,7188.0547,-5914.572,-11335.967,-30096.777,-12735.453,-297.07172,-492.98633,19484.768,-5108.4546,3165.3027,3856.4004,2080.7373,-43375.836,-4506.805,-22512.736,4058.4136,-1658.8921,17771.623,1628.4701,-20348.213,6394.0645,20448.736,8361.615,-3381.1887,-3366.979,-3835.1545,-2036.811,2298.9238,-22040.238,13914.698,7876.475,1761.8887,37599.723,716.79517,-20734.984,15911.458,-4101.3105,-6926.5864,-20564.332,11722.606,-6040.099,4919.1167,249.57378,15689.523,20588.445,797.61896,-983.38477,23464.445,21832.447,10378.265,-1199.919,11334.277,-18430.139,20299.822,21722.404,-8004.4316,-25583.463,-5202.452,-1637.6207,-6858.7256,-27847.936
2018-04-08,-17605.682,8971.215,22779.861,7227.8354,-6064.406,-11481.948,-30543.848,-13108.97,-259.1985,-448.05063,19768.283,-5230.6714,3185.4304,3891.6096,2115.3171,-44090.74,-4598.6084,-22808.484,4206.1597,-1655.885,18140.35,1611.1011,-20885.557,6362.2456,20777.23,8383.351,-3379.6577,-3467.143,-3892.7866,-2123.1323,2364.46,-22479.84,14109.232,8066.8057,1819.9138,38183.305,669.05646,-21118.76,16198.656,-4180.4287,-7022.192,-20989.105,11876.754,-6111.2817,5122.885,280.06522,16004.864,20985.227,831.7486,-872.9731,23936.318,22148.164,10606.603,-1306.0332,11484.653,-18714.697,20605.287,22031.814,-8238.4375,-25985.32,-5236.266,-1670.5814,-6973.45,-28204.582
2018-04-09,-10611.923,5371.216,13774.673,4330.9927,-3675.4167,-6907.88,-18400.12,-7959.84,-142.70035,-251.50145,11905.775,-3164.9702,1910.7341,2338.0193,1276.2943,-26582.49,-2776.2458,-13726.932,2562.1628,-988.1631,10961.897,953.1516,-12658.011,3789.9153,12525.336,5013.6655,-2017.1829,-2104.9883,-2345.0244,-1298.3859,1432.0006,-13581.47,8494.128,4882.4883,1108.6095,23010.639,382.7325,-12748.681,9778.764,-2526.989,-4228.7275,-12680.718,7146.8794,-3675.3115,3128.134,179.7709,9669.361,12673.523,509.82303,-483.74084,14457.973,13339.597,6413.7197,-816.28827,6910.9185,-11278.697,12412.795,13268.144,-5002.595,-15663.405,-3138.8696,-1010.8322,-4203.3384,-16973.074
2018-04-10,-15176.345,7702.1025,19670.787,6205.0938,-5242.084,-9885.695,-26314.043,-11348.713,-213.26695,-367.97815,17029.084,-4519.7744,2734.3472,3347.3696,1822.0278,-38004.418,-3965.8462,-19640.205,3647.513,-1418.8228,15657.475,1375.2242,-18058.83,5448.268,17908.98,7191.7886,-2896.795,-2998.6077,-3353.0781,-1844.4061,2044.9255,-19400.113,12153.263,6968.3203,1578.3043,32900.7,562.1546,-18214.35,13971.477,-3605.9937,-6047.63,-18114.256,10225.62,-5259.786,4453.1455,248.44653,13811.739,18105.195,725.8196,-715.3446,20652.623,19079.885,9160.837,-1151.0089,9888.733,-16127.517,17754.584,18977.373,-7129.742,-22392.223,-4498.56,-1444.7538,-6009.6504,-24283.19
2018-04-11,-13298.6455,6747.213,17243.498,5436.7236,-4596.0337,-8661.165,-23058.82,-9950.834,-185.46573,-320.7692,14922.224,-3962.1772,2395.802,2933.6973,1597.6576,-33305.14,-3475.7854,-17210.617,3198.2397,-1242.4332,13723.06,1202.5835,-15830.977,4770.8037,15695.444,6298.8374,-2535.2234,-2630.6353,-2937.3499,-1618.9586,1791.2928,-17004.678,10649.884,6108.26,1384.5383,28832.365,488.99594,-15965.496,12246.397,-3161.685,-5300.088,-15876.8545,8959.206,-4608.1953,3904.584,219.80408,12105.952,15869.423,637.7546,-623.2922,18099.477,16720.316,8028.4214,-1011.1134,8664.545,-14134.276,15558.152,16629.898,-6252.675,-19625.105,-3940.5986,-1267.8335,-5265.4595,-21278.605
2018-04-12,-14043.86,7107.6553,18226.084,5729.093,-4860.5273,-9140.852,-24342.043,-10531.911,-189.1625,-330.64734,15752.918,-4190.4897,2524.1367,3092.7996,1686.3406,-35170.367,-3673.4507,-18163.486,3389.5417,-1307.2849,14503.636,1264.5703,-16748.498,5017.8384,16572.8,6635.0586,-2669.871,-2784.3452,-3101.2131,-1717.2998,1897.013,-17967.615,11241.799,6459.4033,1465.5244,30440.707,509.03738,-16864.75,12934.195,-3338.9714,-5593.6006,-16780.102,9455.303,-4861.8916,4143.077,234.98611,12792.094,16765.977,676.54694,-639.6565,19126.11,17649.957,8487.37,-1080.6738,9145.146,-14922.761,16425.389,17553.78,-6617.278,-20719.498,-4154.1045,-1339.0693,-5560.92,-22454.195
2018-04-13,-13201.46,6701.833,17109.205,5398.975,-4559.01,-8599.011,-22891.324,-9870.612,-187.0535,-320.56625,14813.109,-3931.047,2379.592,2913.0647,1585.4303,-33060.188,-3449.4282,-17085.479,3172.5361,-1234.9878,13617.698,1197.4984,-15705.609,4742.0044,15579.252,6257.5713,-2519.4893,-2607.1538,-2916.6692,-1602.9718,1778.0673,-16874.18,10571.669,6061.495,1373.7106,28620.752,488.30063,-15843.571,12154.161,-3136.3718,-5261.0977,-15754.373,8895.838,-4576.028,3871.024,215.17671,12013.474,15748.105,630.4743,-624.1053,17964.037,16597.654,7967.496,-999.77966,8602.219,-14028.386,15445.408,16508.734,-6199.9478,-19479.627,-3912.9885,-1257.0146,-5227.9775,-21124.834
2018-04-14,-13690.768,6982.285,17708.49,5621.184,-4714.942,-8929.426,-23755.008,-10187.853,-206.36508,-348.94025,15371.471,-4063.6558,2477.7415,3028.6853,1642.9473,-34280.656,-3571.3027,-17738.281,3264.7307,-1289.6239,14099.842,1251.2926,-16226.34,4957.1763,16158.02,6521.007,-2630.1714,-2689.3503,-3027.5457,-1647.8448,1835.4413,-17478.521,10971.391,6267.1875,1415.2097,29690.02,525.0682,-16417.195,12597.542,-3251.114,-5461.1763,-16311.692,9237.203,-4754.6406,3978.4194,218.07892,12441.736,16315.899,648.2862,-682.3628,18604.283,17224.822,8246.149,-1011.62964,8929.666,-14554.591,16024.564,17132.828,-6399.9927,-20206.174,-4074.9258,-1302.5247,-5421.351,-21937.625
2018-04-15,-10680.553,5397.9683,13871.397,4351.825,-3699.7974,-6949.033,-18507.018,-8021.4106,-140.04018,-246.86148,11978.324,-3191.0688,1915.9398,2350.0142,1282.3832,-26747.137,-2795.077,-13809.739,2582.8965,-991.55994,11036.315,958.5203,-12752.521,3806.6235,12603.8955,5038.135,-2026.1693,-2122.4282,-2356.9795,-1310.8992,1444.4315,-13670.489,8548.998,4916.1045,1116.0377,23147.01,383.17758,-12829.902,9837.719,-2539.675,-4252.696,-12769.714,7186.9155,-3694.608,3160.6414,180.70047,9732.803,12755.273,517.7987,-477.5101,14549.503,13420.745,6458.6235,-828.4282,6952.941,-11349.159,12489.656,13346.519,-5041.0103,-15755.781,-3155.9834,-1020.0096,-4227.996,-17069.11
2018-04-16,-5490.7783,2765.9673,7142.581,2230.857,-1905.9375,-3569.1465,-9507.603,-4137.3433,-67.26124,-121.77528,6155.4463,-1645.2255,980.6866,1205.2628,659.0309,-13749.274,-1438.7148,-7094.573,1333.7548,-506.6816,5680.9873,489.19022,-6573.7427,1945.6245,6479.1694,2580.7695,-1036.8456,-1096.6685,-1209.9242,-679.57684,744.9944,-7034.5103,4394.0356,2531.718,575.16565,11894.937,192.54393,-6600.068,5058.309,-1305.8286,-2184.6921,-6574.4473,3690.0405,-1895.9397,1636.51,95.310234,5008.405,6562.4844,269.72464,-234.98952,7484.495,6896.388,3325.0317,-433.6045,3572.066,-5834.2666,6417.9375,6857.0894,-2601.408,-8097.3755,-1618.749,-525.8023,-2172.262,-8765.608
2018-04-17,-9337.007,4714.0938,12133.705,3801.8518,-3238.0137,-6073.4604,-16178.783,-7020.5664,-119.54854,-214.08438,10471.414,-2791.3174,1674.4921,2053.1316,1121.9723,-23385.164,-2444.8364,-12070.818,2261.6558,-865.36566,9653.486,834.77466,-11159.382,3320.5964,11019.308,4399.3457,-1768.7272,-1858.9252,-2060.4854,-1149.4723,1263.5272,-11956.86,7472.6104,4301.034,976.85785,20237.207,331.64703,-11220.934,8603.313,-2222.354,-3717.954,-11169.314,6281.5137,-3228.824,2768.1304,160.53442,8512.864,11155.999,453.6026,-411.9912,12725.161,11732.12,5649.074,-728.23914,6077.361,-9922.564,10917.418,11667.359,-4413.5195,-13776.05,-2757.0437,-891.616,-3696.1978,-14919.8
2018-04-18,-10835.636,5476.7114,14075.432,4415.7173,-3754.5457,-7049.739,-18775.96,-8139.1143,-141.05829,-250.25781,12153.115,-3238.081,1943.6136,2384.1816,1301.392,-27136.256,-2836.014,-14011.814,2619.9968,-1005.60077,11197.936,971.07184,-12939.207,3861.4387,12788.221,5111.021,-2054.8838,-2155.1157,-2390.6821,-1331.5854,1464.8223,-13871.259,8674.12,4987.642,1131.9769,23484.426,387.95868,-13018.759,9981.887,-2577.4868,-4315.0864,-12957.339,7290.6924,-3747.849,3206.8252,184.70076,9875.417,12942.692,526.50903,-484.1214,14760.419,13616.984,6552.361,-840.873,7054.1724,-11516.141,12670.93,13541.194,-5116.4844,-15986.5205,-3202.3445,-1035.759,-4288.464,-17318.098
2018-04-19,-10825.285,5502.897,14031.939,4433.5356,-3738.5896,-7052.9355,-18775.984,-8089.5244,-154.7897,-264.12933,12150.6045,-3223.1777,1952.8159,2392.289,1301.1053,-27113.354,-2827.411,-14018.551,2596.515,-1013.3912,11164.524,979.72845,-12870.6045,3895.448,12780.247,5135.7812,-2065.6208,-2139.9377,-2390.789,-1315.6849,1453.4844,-13839.431,8673.3545,4967.255,1125.9957,23475.768,400.40244,-12996.777,9970.505,-2574.569,-4316.748,-12918.213,7295.391,-3753.192,3167.7212,178.57582,9851.367,12916.509,520.0995,-516.52356,14724.203,13616.939,6529.5493,-816.3191,7055.4814,-11511.22,12668.477,13542.251,-5084.08,-15981.12,-3211.956,-1035.2566,-4284.7983,-17332.465
