date,v0,v1,v2,v3
2018-10-23,5842.311,4035.6213,19480.715,-5620.8247
2018-10-24,5611.7183,3873.2131,18704.99,-5397.483
2018-10-25,5627.459,3888.864,18763.785,-5413.552
2018-10-26,5582.26,3856.1423,18614.287,-5370.825
2018-10-27,5030.926,3451.5051,16733.088,-4832.033
2018-10-28,5594.12,3869.4365,18658.004,-5382.3823
2018-10-29,2814.5261,1951.2803,9396.155,-2709.8435
2018-10-30,5738.3047,3952.7263,19115.166,-5517.2534
2018-10-31,6204.688,4298.744,20710.195,-5973.3433
2018-11-01,6287.004,4295.058,20883.508,-6033.833
2018-11-02,8009.091,5369.8145,26450.57,-7660.785
2018-11-03,7572.216,5146.0234,25114.229,-7261.167
2018-11-04,3199.3623,2238.9158,10717.294,-3087.3196
2018-11-05,2035.0316,1413.1619,6794.5005,-1959.0057
2018-11-06,4515.8516,3141.3015,15091.043,-4350.332
2018-11-07,4247.7266,2949.7317,14185.192,-4090.0176
2018-11-08,4717.2847,3273.0437,15750.164,-4541.7837
2018-11-09,4715.007,3252.448,15706.248,-4532.2266
2018-11-10,7041.909,4812.381,23397.445,-6760.0435
2018-11-11,6618.8823,4579.8184,22088.416,-6372.094
2018-11-12,3317.7532,2314.0847,11107.38,-3201.2676
2018-11-13,4779.271,3315.4192,15952.723,-4600.1714
2018-11-14,3884.109,2701.8882,12980.534,-3741.9456
2018-11-15,4584.2046,3181.2893,15304.709,-4413.145
2018-11-16,5560.9917,3833.319,18521.951,-5345.279
2018-11-17,6465.7817,4451.2554,21535.746,-6216.422
2018-11-18,5833.5874,4048.3293,19480.367,-5617.382
2018-11-19,2930.4583,2043.8193,9808.291,-2826.7886
2018-11-20,3385.0876,2344.0142,11289.3125,-3256.0457
2018-11-21,4281.865,2984.7522,14318.23,-4126.427
2018-11-22,3029.7898,2104.5713,10115.116,-2916.2366
2018-11-23,3080.9968,2125.2334,10254.781,-2958.8252
2018-11-24,6403.9053,4412.108,21336.111,-6158.2227
2018-11-25,4698.0854,3242.5857,15654.293,-4516.9746
2018-11-26,3585.34,2499.5303,11990.737,-3455.65
2018-11-27,3175.507,2198.4077,10584.227,-3052.5593
2018-11-28,4136.4683,2882.3462,13828.009,-3985.2412
2018-11-29,3341.5076,2318.9294,11151.542,-3215.3926
2018-11-30,4092.5886,2821.4146,13624.055,-3931.439
2018-12-01,5955.104,4098.0894,19829.805,-5724.175
2018-12-02,1972.0826,1370.2407,6584.5747,-1898.3
2018-12-03,1649.5376,1143.0127,5499.6,-1585.9343
2018-12-04,2156.151,1501.1763,7204.6836,-2076.5664
2018-12-05,2728.2297,1891.537,9101.679,-2624.645
2018-12-06,3385.421,2339.358,11284.184,-3255.4873
2018-12-07,5310.968,3665.2446,17701.633,-5108.01
2018-12-08,6196.9414,4254.857,20623.02,-5954.9824
2018-12-09,6766.1685,4682.216,22581.953,-6514.4336
2018-12-10,2790.0112,1942.5548,9326.584,-2688.289
2018-12-11,2525.4092,1746.4423,8415.052,-2427.317
2018-12-12,3603.0906,2519.8816,12066.885,-3476.3564
2018-12-13,2981.5623,2076.717,9965.978,-2872.3608
2018-12-14,3759.0227,2599.99,12531.907,-3614.963
2018-12-15,4802.7466,3296.3909,15973.775,-4612.4116
2018-12-16,4077.3274,2836.639,13626.335,-3928.033
2018-12-17,1937.1628,1351.8923,6480.5186,-1867.385
2018-12-18,2263.9324,1574.3156,7559.203,-2178.9792
2018-12-19,2034.4681,1415.2153,6794.865,-1958.6163
2018-12-20,2427.649,1688.7618,8107.174,-2336.8442
2018-12-21,3014.0022,2089.7983,10054.18,-2899.2517
2018-12-22,4207.8457,2916.6743,14040.875,-4049.2473
2018-12-23,4578.727,3172.8975,15277.96,-4406.1963
2018-12-24,2872.8157,2001.2036,9608.043,-2769.3628
2018-12-26,3574.4734,2463.939,11901.505,-3434.5256
2018-12-27,6225.4644,4267.8467,20704.986,-5979.7173
2018-12-28,7577.797,5165.086,25162.105,-7272.5005
2018-12-29,7679.061,5251.6245,25523.174,-7373.641
2018-12-30,7212.1846,4905.877,23924.018,-6916.119
