cluster,4_movements,counter
1,"[49, 61, 71, 52]",0.24894982227761622
1,"[49, 61, 71, 58]",0.04108387573281632
1,"[49, 61, 52, 54]",0.03480589022757698
1,"[49, 61, 71, 54]",0.032867100586253056
1,"[49, 61, 71, 76]",0.03231316068873194
1,"[49, 61, 71, 59]",0.031389927526196744
1,"[49, 61, 71, 62]",0.023357799012140516
1,"[49, 61, 71, 42]",0.022850020772746157
1,"[49, 61, 71, 63]",0.02169597931957716
1,"[49, 61, 71, 75]",0.02109587776392928
1,"[49, 61, 52, 62]",0.019434058071365924
1,"[49, 61, 52, 58]",0.018603148225084246
1,"[49, 61, 71, 202]",0.014448598993675853
1,"[49, 71, 52, 62]",0.012002031112957577
1,"[49, 61, 52, 75]",0.0111711212666759
1,"[49, 61, 54, 59]",0.01107879795042238
1,"[49, 71, 52, 58]",0.01107879795042238
1,"[49, 71, 52, 54]",0.01084798965978858
1,"[49, 61, 58, 59]",0.010247888104140701
1,"[49, 61, 54, 42]",0.009878594839126622
1,"[49, 71, 52, 63]",0.009740109864746343
1,"[49, 61, 52, 42]",0.009416978257859022
1,"[49, 61, 71, 201]",0.008078290172182985
1,"[49, 61, 52, 63]",0.007939805197802706
1,"[49, 61, 42, 59]",0.007893643539675945
1,"[49, 61, 52, 76]",0.007708996907168905
1,"[49, 61, 58, 54]",0.007662835249042145
1,"[49, 61, 52, 59]",0.007524350274661866
1,"[49, 71, 52, 75]",0.007432026958408346
1,"[49, 61, 202, 59]",0.007108895351521026
1,"[61, 71, 52, 54]",0.0060010155564787886
1,"[49, 71, 52, 76]",0.00558556063333795
1,"[61, 71, 52, 58]",0.00549323731708443
1,"[49, 61, 52, 202]",0.004985459077690071
1,"[49, 71, 52, 42]",0.004616165812675991
1,"[49, 52, 54, 59]",0.004523842496422472
1,"[49, 49, 61, 71]",0.004246872547661912
1,"[49, 61, 42, 202]",0.004062225915154872
1,"[49, 61, 63, 54]",0.004016064257028112
1,"[49, 61, 62, 63]",0.004016064257028112
1,"[49, 61, 62, 54]",0.0038775792826478326
1,"[49, 61, 58, 62]",0.0038775792826478326
1,"[49, 61, 58, 42]",0.003739094308267553
1,"[61, 71, 52, 62]",0.003692932650140793
1,"[49, 71, 54, 42]",0.003646770992014033
1,"[49, 61, 54, 202]",0.003600609333887273
1,"[49, 61, 58, 202]",0.0035082860176337536
1,"[49, 52, 63, 54]",0.0029543461201126343
1,"[49, 71, 62, 63]",0.002677376171352075
1,"[49, 61, 62, 59]",0.0025388911969717954
1,"[61, 71, 52, 63]",0.0024927295388450354
1,"[49, 71, 52, 59]",0.0024465678807182754
1,"[49, 52, 54, 42]",0.0024004062225915154
1,"[49, 71, 58, 59]",0.0023542445644647554
1,"[49, 71, 42, 59]",0.0023542445644647554
1,"[61, 71, 52, 75]",0.0023080829063379955
1,"[49, 61, 63, 59]",0.0023080829063379955
1,"[49, 61, 201, 62]",0.002261921248211236
1,"[49, 52, 62, 54]",0.002261921248211236
1,"[49, 71, 63, 54]",0.002169597931957716
1,"[49, 71, 63, 42]",0.002169597931957716
1,"[49, 61, 62, 42]",0.002123436273830956
1,"[49, 71, 54, 59]",0.002077274615704196
1,"[49, 71, 58, 42]",0.002077274615704196
1,"[49, 71, 58, 54]",0.002031112957577436
1,"[49, 61, 71, 71]",0.002031112957577436
1,"[49, 61, 61, 71]",0.0019849512994506765
1,"[61, 52, 54, 59]",0.0019849512994506765
1,"[49, 52, 58, 54]",0.0019849512994506765
1,"[61, 71, 52, 76]",0.0019387896413239163
1,"[49, 61, 58, 63]",0.0018464663250703965
1,"[49, 61, 75, 62]",0.0018464663250703965
1,"[61, 71, 58, 54]",0.0018464663250703965
1,"[49, 61, 62, 202]",0.0018003046669436366
1,"[49, 61, 76, 58]",0.0018003046669436366
1,"[49, 61, 52, 201]",0.0018003046669436366
1,"[71, 52, 58, 62]",0.0016618196925633569
1,"[61, 71, 76, 58]",0.0016156580344365969
1,"[49, 52, 62, 63]",0.0015694963763098371
1,"[49, 61, 75, 59]",0.0015233347181830771
1,"[61, 71, 62, 54]",0.0014771730600563172
1,"[61, 71, 58, 59]",0.0014310114019295574
