date,v0,v1,v2,v3
2018-10-26,-1796.0693,7351.7715,-160.2083,-2595.7766
2018-10-27,-1615.5349,6620.3086,-145.33667,-2337.846
2018-10-28,-1795.6417,7359.0625,-161.52968,-2599.0366
2018-10-29,-906.01874,3706.2444,-81.15745,-1308.1873
2018-10-30,-1843.5114,7553.816,-164.82983,-2668.743
2018-10-31,-1996.0559,8170.2773,-178.18854,-2884.7722
2018-11-01,-2013.6558,8271.942,-178.80385,-2923.6392
2018-11-02,-2556.0615,10536.382,-227.08083,-3742.078
2018-11-03,-2430.727,9973.254,-215.464,-3527.676
2018-11-04,-1030.8029,4214.657,-91.70735,-1488.3387
2018-11-05,-653.37823,2675.49,-59.363617,-943.43335
2018-11-06,-1452.3887,5943.0967,-130.65881,-2097.1035
2018-11-07,-1364.1198,5587.6357,-122.64362,-1971.1907
2018-11-08,-1517.1383,6208.337,-136.57251,-2190.5984
2018-11-09,-1512.7589,6199.07,-137.01578,-2185.4949
2018-11-10,-2256.3435,9267.927,-200.13261,-3279.2087
2018-11-11,-2129.8398,8720.65,-188.52504,-3082.2437
2018-11-12,-1072.3462,4379.219,-93.77364,-1548.2637
2018-11-13,-1535.2648,6285.4697,-139.11423,-2216.8032
2018-11-14,-1249.5205,5112.4604,-112.25179,-1804.176
2018-11-15,-1472.3489,6029.911,-132.67503,-2126.8193
2018-11-16,-1781.7559,7309.922,-161.08012,-2580.9575
2018-11-17,-2076.7825,8511.966,-185.45131,-3008.984
2018-11-18,-1877.1345,7679.881,-168.48389,-2710.3794
2018-11-19,-945.94806,3865.0107,-83.32747,-1365.7905
2018-11-20,-1084.2478,4446.978,-98.61519,-1568.0646
2018-11-21,-1376.4644,5633.334,-124.1104,-1987.4863
2018-11-22,-971.84174,3981.029,-88.752754,-1403.2885
2018-11-23,-984.782,4040.1257,-91.807495,-1422.0404
2018-11-24,-2059.6013,8434.602,-183.13582,-2978.9792
2018-11-25,-1509.2256,6179.253,-136.87495,-2179.2087
2018-11-26,-1153.1665,4718.4624,-103.669014,-1665.0533
2018-11-27,-1015.73834,4165.8843,-94.144066,-1466.8317
2018-11-28,-1328.5006,5439.0537,-120.40643,-1918.2533
2018-11-29,-1071.479,4389.8105,-98.04585,-1547.1669
2018-11-30,-1308.6619,5371.224,-120.38136,-1893.0922
2018-12-01,-1912.8511,7838.6436,-171.01048,-2768.3003
2018-12-02,-632.588,2591.2776,-57.758102,-913.42377
2018-12-03,-527.5944,2163.7698,-48.964874,-761.8468
2018-12-04,-691.8787,2833.665,-63.02194,-999.03107
2018-12-05,-874.7192,3583.9177,-80.11064,-1263.0569
2018-12-06,-1086.6891,4451.33,-98.55955,-1569.511
2018-12-07,-1706.3429,6990.865,-152.28487,-2467.534
2018-12-08,-1993.5813,8163.392,-177.3916,-2883.7502
2018-12-09,-2175.9365,8915.514,-191.05574,-3150.5469
2018-12-10,-897.31354,3671.7263,-80.71356,-1295.6296
2018-12-11,-808.321,3314.2266,-74.754684,-1167.207
2018-12-12,-1160.7607,4746.2554,-103.34196,-1675.9829
2018-12-13,-957.7016,3920.786,-86.74729,-1382.846
2018-12-14,-1205.6735,4940.2495,-109.76129,-1741.4153
2018-12-15,-1539.9259,6316.4355,-138.3488,-2228.5413
2018-12-16,-1311.4072,5366.105,-117.94448,-1893.5386
2018-12-17,-622.8354,2548.8042,-56.09143,-899.3135
2018-12-18,-725.1373,2972.0913,-66.73219,-1047.0787
2018-12-19,-652.21155,2672.249,-59.730274,-941.7654
2018-12-20,-777.75226,3187.438,-71.480515,-1123.0498
2018-12-21,-965.7594,3957.8765,-88.739815,-1394.5254
2018-12-22,-1351.3872,5533.244,-122.63056,-1951.3046
2018-12-23,-1468.6549,6019.8545,-132.78513,-2124.5051
2018-12-24,-925.5614,3784.661,-82.43825,-1336.3878
2018-12-26,-1143.8767,4695.094,-103.72756,-1654.5212
2018-12-27,-1997.5085,8193.875,-178.27248,-2896.9739
2018-12-28,-2431.5398,9981.911,-214.36058,-3534.47
2018-12-29,-2465.3625,10113.124,-218.39444,-3577.0073
2018-12-30,-2307.4832,9491.559,-202.09995,-3353.8916
