date,v0,v1,v2,v3,v4,v5,v6,v7
2018-06-07,14877.185,5932.401,-26445.672,4720.947,6275.549,-18054.777,-429.73804,20973.742
2018-06-08,15206.13,6065.4277,-27036.705,4821.2456,6416.6133,-18450.973,-444.53162,21439.799
2018-06-09,18948.707,7549.6377,-33653.523,6024.6323,7975.1885,-23002.053,-536.402,26704.502
2018-06-10,16485.76,6578.828,-29324.166,5222.111,6963.396,-20001.447,-486.20355,23248.434
2018-06-11,10626.881,4244.48,-18918.982,3359.6821,4498.1006,-12889.815,-319.48895,14991.595
2018-06-12,18591.408,7421.0747,-33076.617,5885.8857,7856.1123,-22554.512,-551.4736,26220.658
2018-06-13,16638.46,6634.536,-29574.195,5279.3237,7016.019,-20191.047,-482.55542,23456.11
2018-06-14,18398.396,7334.7305,-32693.898,5841.137,7752.709,-22328.797,-530.1542,25934.928
2018-06-15,17534.717,6989.8037,-31157.264,5568.3823,7388.2627,-21281.76,-503.24716,24716.754
2018-06-16,16031.095,6380.4556,-28445.541,5109.0815,6733.9536,-19467.064,-441.35657,22583.18
2018-06-17,16685.732,6654.522,-29661.875,5293.4214,7037.8564,-20248.732,-483.82245,23524.648
2018-06-18,14354.517,5740.3564,-25581.088,4524.697,6087.7144,-17402.826,-446.81326,20259.785
2018-06-19,12863.3545,5130.719,-22872.492,4079.539,5430.214,-15609.719,-373.56128,18136.7
2018-06-20,17955.852,7161.4536,-31921.229,5694.632,7573.8623,-21788.268,-523.5566,25315.564
2018-06-21,15529.377,6198.9443,-27631.121,4915.844,6564.1963,-18839.314,-461.21997,21902.291
2018-06-22,15605.145,6221.07,-27730.316,4955.6113,6576.414,-18940.482,-447.0314,21997.725
2018-06-23,15344.46,6120.1733,-27281.467,4866.6333,6475.0073,-18620.346,-446.0425,21634.502
2018-06-24,16739.334,6677.756,-29764.05,5306.2153,7063.3633,-20310.678,-490.771,23602.545
2018-06-25,11554.133,4615.3423,-20570.812,3651.6013,4890.437,-14013.459,-349.24588,16300.23
2018-06-26,14128.405,5631.421,-25105.61,4487.7866,5955.352,-17148.697,-403.30057,19914.799
2018-06-27,15607.186,6230.5767,-27773.303,4939.897,6600.0522,-18933.941,-463.21194,22013.111
2018-06-28,17423.973,6950.6997,-30982.549,5524.0024,7354.0996,-21142.41,-509.05228,24567.928
2018-06-29,16832.172,6717.7446,-29941.887,5329.789,7109.488,-20419.775,-499.7695,23737.547
2018-06-30,17552.72,7000.493,-31203.375,5567.8545,7403.273,-21300.244,-510.0109,24747.152
2018-07-01,15056.867,6003.765,-26761.94,4778.197,6348.4517,-18272.475,-435.58093,21226.398
2018-07-02,11609.524,4641.408,-20685.143,3661.9314,4922.001,-14076.607,-358.31528,16383.943
2018-07-03,12802.371,5103.6924,-22752.74,4064.9436,5398.2334,-15538.17,-367.24167,18046.799
2018-07-04,12787.776,5097.0806,-22723.37,4062.24,5390.367,-15521.897,-364.38452,18025.227
2018-07-05,15168.819,6049.287,-26967.715,4812.463,6401.1807,-18408.326,-438.81592,21385.85
2018-07-06,16147.554,6443.8853,-28722.992,5114.6025,6820.7896,-19590.682,-476.90082,22771.445
2018-07-07,16397.986,6543.26,-29165.166,5195.2993,6924.438,-19895.428,-482.7934,23123.83
2018-07-08,14668.367,5852.467,-26087.076,4649.063,6193.7773,-17798.469,-429.20334,20684.154
2018-07-09,11697.519,4668.375,-20808.074,3704.295,4941.0215,-14191.089,-346.67352,16496.322
2018-07-10,14995.497,5986.3257,-26683.607,4746.0903,6340.0835,-18191.39,-445.8662,21150.102
2018-07-11,15559.07,6202.7197,-27649.562,4939.834,6557.6836,-18883.152,-447.81363,21932.537
2018-07-12,15336.608,6112.7017,-27248.555,4871.748,6460.831,-18614.646,-438.76892,21617.074
2018-07-13,13681.666,5457.7163,-24329.607,4337.8516,5776.4863,-16601.93,-398.7852,19291.264
2018-07-14,16184.365,6450.145,-28752.81,5142.4233,6817.1,-19644.805,-461.03006,22811.523
2018-07-15,15986.817,6375.669,-28419.92,5071.707,6743.7764,-19400.541,-463.4858,22539.129
2018-07-16,13272.824,5297.3857,-23610.193,4202.1353,5605.398,-16101.103,-395.27124,18718.078
2018-07-17,16555.033,6603.9077,-29437.455,5248.366,6987.5366,-20087.674,-484.11398,23342.408
2018-07-18,16210.435,6465.07,-28819.072,5141.585,6839.068,-19670.871,-471.59207,22854.562
2018-07-19,15787.525,6294.6484,-28060.139,5010.621,6656.9326,-19159.436,-456.06763,22255.816
2018-07-20,17576.863,7006.3394,-31231.658,5581.872,7405.909,-21332.748,-504.6088,24775.72
2018-07-21,17052.66,6801.173,-30316.084,5408.4414,7193.6465,-20692.66,-496.58917,24042.21
2018-07-22,17164.096,6841.658,-30496.543,5451.956,7230.898,-20833.016,-490.8888,24193.887
2018-07-23,12676.28,5049.367,-22509.566,4031.3909,5333.159,-15387.68,-358.7547,17862.787
2018-07-24,16593.006,6609.674,-29463.943,5278.577,6980.784,-20144.37,-466.32944,23382.732
2018-07-25,20232.16,8067.2827,-35958.24,6420.822,8528.355,-24553.049,-585.37305,28522.04
2018-07-26,17217.98,6856.996,-30567.309,5480.0913,7240.335,-20904.416,-481.39017,24261.064
2018-07-27,16367.174,6521.561,-29071.879,5202.4688,6890.8804,-19867.277,-464.93445,23066.947
2018-07-28,18161.803,7241.3184,-32275.172,5766.21,7653.6206,-22042.998,-521.6655,25603.13
2018-07-29,13398.65,5343.926,-23822.467,4249.9927,5654.934,-16259.718,-388.42416,18891.004
2018-07-30,14447.239,5761.223,-25680.125,4582.9688,6091.718,-17530.979,-420.742,20367.457
2018-07-31,16370.619,6531.5166,-29112.549,5189.245,6910.961,-19864.516,-478.25183,23084.373
2018-08-01,17381.75,6932.6895,-30902.486,5512.196,7333.273,-21091.578,-506.87976,24506.55
2018-08-02,17206.53,6857.253,-30565.639,5467.939,7244.983,-20885.873,-489.69064,24251.768
2018-08-03,15117.127,6025.635,-26859.742,4801.68,6368.847,-18348.312,-432.5479,21308.379
2018-08-04,15579.737,6205.0005,-27662.725,4957.4214,6554.4033,-18914.602,-436.80225,21953.32
2018-08-05,16105.748,6421.251,-28621.613,5114.277,6788.222,-19548.463,-461.00842,22704.459
2018-08-06,14499.142,5779.5537,-25762.508,4603.6035,6108.1997,-17596.137,-418.22464,20437.205
2018-08-07,19142.299,7624.892,-33988.273,6089.5103,8051.0425,-23238.65,-538.99414,26974.512
2018-08-08,17279.828,6877.1895,-30656.367,5507.33,7253.6714,-20982.932,-476.75784,24341.516
2018-08-09,18027.223,7180.5156,-32007.404,5736.2627,7581.948,-21886.646,-504.9146,25403.23
2018-08-10,18556.129,7384.2925,-32915.676,5916.633,7786.3765,-22534.756,-508.75122,26138.375
2018-08-11,19277.314,7680.3887,-34233.914,6128.816,8110.1143,-23399.97,-547.3878,27166.955
2018-08-12,18635.834,7432.7344,-33130.15,5909.605,7860.351,-22612.545,-544.74097,26274.193
2018-08-13,14141.984,5627.5405,-25087.547,4507.165,5935.5273,-17171.496,-391.63428,19919.795
2018-08-14,19407.375,7723.6045,-34425.355,6188.373,8142.5596,-23569.447,-531.0075,27338.459
2018-08-15,18827.78,7490.276,-33387.887,6007.3267,7894.786,-22866.967,-512.09076,26517.992
2018-08-16,18989.482,7557.8784,-33690.34,6051.998,7971.772,-23059.031,-523.94824,26750.283
2018-08-17,18220.695,7244.2183,-32295.303,5820.614,7632.55,-22132.809,-489.20425,25656.303
2018-08-18,15998.782,6364.8564,-28374.07,5104.316,6711.49,-19430.963,-435.0768,22533.697
2018-08-19,17724.244,7061.476,-31475.723,5636.3833,7457.369,-21516.426,-500.61743,24978.436
2018-08-20,14392.066,5737.7354,-25574.732,4567.731,6063.6885,-17464.768,-417.6705,20287.314
2018-08-21,18109.633,7215.6616,-32164.938,5757.418,7623.139,-21983.42,-512.8189,25522.53
2018-08-22,18537.23,7384.6294,-32920.344,5894.3555,7801.213,-22501.979,-525.18066,26122.814
2018-08-23,18235.47,7269.8,-32405.34,5789.7617,7685.211,-22131.68,-524.42426,25705.49
