cluster,3_movements,rel_weight
1,"[49, 61, 71]",0.4508418697751089
1,"[49, 61, 52]",0.11177832724989206
1,"[49, 71, 52]",0.05753757996781663
1,"[49, 61, 54]",0.02967149417167079
1,"[49, 61, 59]",0.028297813885945287
1,"[49, 61, 58]",0.027709093763491503
1,"[61, 71, 52]",0.02217512461242592
1,"[49, 61, 42]",0.016680403469523923
1,"[49, 61, 62]",0.014207778955218024
1,"[49, 61, 202]",0.012598610620511009
1,"[49, 61, 75]",0.008242081714352997
1,"[49, 52, 54]",0.008124337689862239
1,"[49, 61, 63]",0.00757486557557204
1,"[49, 71, 58]",0.00757486557557204
1,"[49, 71, 54]",0.007496369559244868
1,"[49, 61, 76]",0.007378625534754111
1,"[49, 71, 63]",0.0064366733388280545
1,"[49, 71, 75]",0.006122689273519369
1,"[49, 49, 61]",0.005887201224537854
1,"[61, 71, 58]",0.005690961183719926
1,"[49, 71, 62]",0.005298481102084069
1,"[49, 71, 42]",0.005259233093920484
1,"[49, 71, 59]",0.005141489069429727
1,"[49, 71, 76]",0.004984497036775384
1,"[49, 61, 201]",0.004435024922485184
1,"[49, 52, 62]",0.0043565289061580125
1,"[49, 52, 63]",0.004160288865340084
1,"[61, 52, 54]",0.0040032968326857415
1,"[49, 52, 58]",0.003964048824522156
1,"[49, 61, 61]",0.003257584677577613
1,"[61, 71, 59]",0.0031005926449232703
1,"[71, 52, 75]",0.003022096628596099
1,"[49, 54, 42]",0.0029043526041053415
1,"[49, 52, 75]",0.002865104595941756
1,"[61, 71, 54]",0.00282585658777817
1,"[61, 52, 58]",0.0026688645551238275
1,"[71, 52, 58]",0.002629616546960242
1,"[61, 71, 76]",0.002433376506142313
1,"[61, 71, 62]",0.0023941284979787274
1,"[71, 52, 62]",0.0023941284979787274
1,"[49, 54, 59]",0.002315632481651556
1,"[71, 52, 54]",0.0022763844734879704
1,"[61, 71, 75]",0.0022763844734879704
1,"[61, 71, 42]",0.0021193924408336277
1,"[49, 52, 42]",0.0018839043918521135
1,"[49, 52, 59]",0.0018839043918521135
1,"[49, 58, 59]",0.0018054083755249422
1,"[49, 52, 76]",0.0018054083755249422
1,"[71, 52, 63]",0.0017269123591977706
1,"[49, 42, 59]",0.001687664351034185
1,"[49, 71, 202]",0.001569920326543428
