cluster,3_movements,rel_weight
1,"[61, 71, 202]",0.001569920326543428
1,"[61, 52, 62]",0.0015306723183798423
1,"[61, 71, 63]",0.0014521763020526708
1,"[61, 58, 59]",0.0014521763020526708
1,"[49, 71, 201]",0.001412928293889085
1,"[61, 54, 59]",0.001412928293889085
1,"[61, 58, 54]",0.0013344322775619138
1,"[49, 62, 63]",0.001295184269398328
1,"[49, 62, 54]",0.001295184269398328
1,"[61, 54, 42]",0.0012559362612347424
1,"[71, 54, 42]",0.0012559362612347424
1,"[49, 63, 42]",0.0010989442285803995
1,"[61, 52, 75]",0.0010204482122532282
1,"[52, 62, 54]",0.0009812002040896425
1,"[71, 52, 76]",0.0009812002040896425
1,"[49, 75, 58]",0.0009812002040896425
1,"[49, 58, 63]",0.0009027041877624711
1,"[49, 63, 59]",0.0009027041877624711
1,"[71, 52, 42]",0.0008634561795988853
1,"[61, 52, 63]",0.0008634561795988853
1,"[49, 63, 54]",0.0008242081714352997
1,"[71, 62, 63]",0.0008242081714352997
1,"[61, 52, 76]",0.000784960163271714
1,"[49, 58, 54]",0.0007457121551081282
1,"[71, 58, 62]",0.0007457121551081282
1,"[49, 71, 71]",0.0007064641469445425
1,"[49, 52, 201]",0.0007064641469445425
1,"[49, 62, 59]",0.0007064641469445425
1,"[61, 42, 59]",0.0006672161387809569
1,"[49, 75, 62]",0.0006672161387809569
1,"[71, 62, 54]",0.0006672161387809569
1,"[61, 52, 42]",0.0006672161387809569
1,"[49, 58, 42]",0.0006279681306173712
1,"[52, 63, 54]",0.0006279681306173712
1,"[49, 58, 62]",0.0006279681306173712
1,"[61, 52, 59]",0.0005887201224537854
1,"[71, 63, 54]",0.0005494721142901998
1,"[49, 49, 71]",0.0005494721142901998
1,"[49, 52, 202]",0.0005102241061266141
1,"[49, 42, 202]",0.0005102241061266141
1,"[49, 75, 59]",0.0004709760979630284
1,"[49, 62, 42]",0.0004709760979630284
1,"[49, 202, 59]",0.0004709760979630284
1,"[71, 75, 58]",0.0004709760979630284
1,"[52, 54, 59]",0.00043172808979944266
1,"[52, 63, 59]",0.00043172808979944266
1,"[61, 42, 202]",0.000392480081635857
1,"[61, 202, 59]",0.000392480081635857
1,"[49, 54, 202]",0.000392480081635857
1,"[61, 62, 54]",0.000392480081635857
1,"[52, 54, 42]",0.000392480081635857
1,"[61, 75, 54]",0.000392480081635857
1,"[52, 75, 63]",0.000392480081635857
1,"[49, 201, 62]",0.000392480081635857
1,"[52, 58, 63]",0.000392480081635857
1,"[71, 58, 59]",0.000392480081635857
1,"[71, 58, 63]",0.00035323207347227127
1,"[61, 58, 202]",0.00035323207347227127
1,"[61, 62, 42]",0.00035323207347227127
1,"[61, 52, 202]",0.0003139840653086856
1,"[49, 75, 76]",0.0003139840653086856
1,"[49, 201, 58]",0.0003139840653086856
1,"[61, 76, 201]",0.0003139840653086856
1,"[61, 63, 54]",0.0003139840653086856
1,"[49, 76, 202]",0.0002747360571450999
1,"[61, 62, 202]",0.0002747360571450999
1,"[61, 54, 202]",0.0002747360571450999
1,"[49, 76, 62]",0.0002747360571450999
1,"[61, 75, 62]",0.0002747360571450999
1,"[49, 75, 54]",0.0002747360571450999
1,"[49, 76, 42]",0.0002747360571450999
1,"[61, 75, 59]",0.0002747360571450999
1,"[62, 54, 42]",0.0002747360571450999
1,"[61, 52, 201]",0.0002747360571450999
1,"[52, 58, 54]",0.0002747360571450999
1,"[71, 76, 54]",0.0002747360571450999
1,"[49, 75, 63]",0.0002747360571450999
1,"[49, 76, 59]",0.0002354880489815142
1,"[49, 76, 63]",0.0002354880489815142
1,"[49, 201, 42]",0.0002354880489815142
1,"[71, 75, 201]",0.0002354880489815142
1,"[52, 58, 59]",0.0002354880489815142
1,"[71, 201, 58]",0.0002354880489815142
1,"[62, 54, 54]",0.0002354880489815142
1,"[49, 76, 58]",0.0002354880489815142
1,"[61, 71, 201]",0.0002354880489815142
1,"[61, 58, 42]",0.0002354880489815142
1,"[52, 58, 62]",0.0002354880489815142
1,"[49, 201, 54]",0.0002354880489815142
1,"[61, 63, 42]",0.0001962400408179285
1,"[61, 58, 62]",0.0001962400408179285
1,"[52, 75, 62]",0.0001962400408179285
1,"[49, 75, 42]",0.0001962400408179285
1,"[71, 58, 42]",0.0001962400408179285
1,"[71, 52, 59]",0.0001962400408179285
1,"[61, 62, 63]",0.0001962400408179285
1,"[61, 75, 58]",0.0001962400408179285
1,"[49, 58, 202]",0.0001962400408179285
1,"[61, 76, 62]",0.0001962400408179285
1,"[71, 75, 54]",0.0001962400408179285
1,"[52, 42, 59]",0.0001962400408179285
1,"[54, 42, 202]",0.0001962400408179285
1,"[71, 62, 42]",0.0001962400408179285
1,"[71, 42, 202]",0.0001962400408179285
1,"[71, 76, 58]",0.0001962400408179285
1,"[71, 63, 202]",0.0001569920326543428
1,"[61, 201, 58]",0.0001569920326543428
1,"[62, 54, 59]",0.0001569920326543428
1,"[49, 62, 202]",0.0001569920326543428
1,"[61, 76, 59]",0.0001569920326543428
1,"[71, 54, 59]",0.0001569920326543428
1,"[71, 58, 54]",0.0001569920326543428
1,"[71, 52, 201]",0.0001569920326543428
1,"[61, 75, 201]",0.0001569920326543428
1,"[52, 62, 63]",0.0001569920326543428
1,"[61, 75, 202]",0.0001569920326543428
1,"[71, 62, 59]",0.0001569920326543428
1,"[61, 75, 42]",0.0001569920326543428
1,"[61, 71, 71]",0.0001569920326543428
1,"[71, 71, 52]",0.0001569920326543428
1,"[52, 76, 42]",0.0001569920326543428
1,"[61, 61, 71]",0.0001569920326543428
1,"[71, 52, 52]",0.0001569920326543428
1,"[71, 201, 63]",0.0001569920326543428
1,"[76, 54, 42]",0.0001569920326543428
1,"[75, 58, 54]",0.0001569920326543428
1,"[61, 58, 63]",0.0001569920326543428
1,"[52, 75, 76]",0.0001569920326543428
1,"[49, 49, 52]",0.0001177440244907571
1,"[61, 76, 58]",0.0001177440244907571
1,"[61, 59, 59]",0.0001177440244907571
1,"[61, 201, 62]",0.0001177440244907571
1,"[71, 75, 62]",0.0001177440244907571
1,"[58, 62, 202]",0.0001177440244907571
1,"[71, 42, 59]",0.0001177440244907571
1,"[52, 58, 42]",0.0001177440244907571
1,"[49, 201, 59]",0.0001177440244907571
1,"[63, 54, 59]",0.0001177440244907571
1,"[71, 75, 76]",0.0001177440244907571
1,"[58, 62, 59]",0.0001177440244907571
1,"[75, 202, 59]",7.84960163271714e-05
1,"[75, 54, 42]",7.84960163271714e-05
1,"[71, 75, 42]",7.84960163271714e-05
1,"[61, 201, 54]",7.84960163271714e-05
1,"[49, 76, 54]",7.84960163271714e-05
1,"[49, 201, 63]",7.84960163271714e-05
1,"[49, 54, 54]",7.84960163271714e-05
1,"[201, 42, 202]",7.84960163271714e-05
1,"[58, 54, 59]",7.84960163271714e-05
1,"[52, 75, 58]",7.84960163271714e-05
1,"[76, 42, 59]",7.84960163271714e-05
1,"[71, 63, 59]",7.84960163271714e-05
1,"[49, 49, 54]",7.84960163271714e-05
1,"[76, 54, 59]",7.84960163271714e-05
1,"[61, 75, 76]",7.84960163271714e-05
1,"[75, 58, 59]",7.84960163271714e-05
1,"[61, 61, 52]",7.84960163271714e-05
1,"[52, 63, 42]",7.84960163271714e-05
1,"[63, 42, 59]",7.84960163271714e-05
1,"[61, 62, 59]",7.84960163271714e-05
1,"[52, 75, 59]",7.84960163271714e-05
1,"[76, 58, 62]",7.84960163271714e-05
1,"[58, 42, 59]",7.84960163271714e-05
1,"[61, 76, 42]",7.84960163271714e-05
1,"[71, 75, 59]",7.84960163271714e-05
1,"[71, 76, 201]",7.84960163271714e-05
1,"[71, 76, 63]",7.84960163271714e-05
1,"[52, 76, 201]",7.84960163271714e-05
1,"[76, 201, 62]",7.84960163271714e-05
1,"[62, 202, 59]",7.84960163271714e-05
1,"[71, 202, 59]",3.92480081635857e-05
1,"[49, 75, 202]",3.92480081635857e-05
1,"[61, 63, 59]",3.92480081635857e-05
1,"[71, 75, 202]",3.92480081635857e-05
1,"[49, 49, 63]",3.92480081635857e-05
1,"[49, 49, 201]",3.92480081635857e-05
1,"[201, 63, 42]",3.92480081635857e-05
1,"[49, 75, 201]",3.92480081635857e-05
1,"[71, 54, 202]",3.92480081635857e-05
1,"[52, 75, 54]",3.92480081635857e-05
1,"[52, 201, 42]",3.92480081635857e-05
1,"[75, 62, 63]",3.92480081635857e-05
1,"[61, 76, 202]",3.92480081635857e-05
1,"[61, 76, 54]",3.92480081635857e-05
1,"[61, 61, 54]",3.92480081635857e-05
1,"[71, 75, 63]",3.92480081635857e-05
1,"[75, 54, 59]",3.92480081635857e-05
1,"[49, 49, 59]",3.92480081635857e-05
1,"[71, 75, 75]",3.92480081635857e-05
1,"[52, 54, 202]",3.92480081635857e-05
1,"[75, 62, 62]",3.92480081635857e-05
1,"[52, 54, 54]",3.92480081635857e-05
1,"[52, 52, 59]",3.92480081635857e-05
1,"[71, 71, 58]",3.92480081635857e-05
1,"[61, 61, 61]",3.92480081635857e-05
1,"[61, 61, 59]",3.92480081635857e-05
1,"[61, 52, 52]",3.92480081635857e-05
1,"[49, 63, 63]",3.92480081635857e-05
1,"[52, 62, 42]",3.92480081635857e-05
