poi_id_1,poi_id_2,distance
42,48,936.324
42,77,1434.9620000000002
42,78,856.106
42,44,1218.863
42,110,905.5609999999999
42,72,877.9849999999999
42,53,649.3029999999999
42,56,877.9849999999999
42,57,883.013
42,58,925.099
42,59,916.533
42,60,936.685
42,46,187.856
42,47,0.0
42,55,888.4519999999999
42,43,1659.5130000000001
42,49,1202.9110000000003
42,75,705.322
42,100,2382.2359999999994
42,101,2395.56
42,102,2565.8039999999996
42,50,1745.4020000000003
42,201,1030.448
42,200,356.285
42,45,717.341
42,202,1876.2069999999999
42,71,1720.497
42,61,867.163
42,76,1531.382
42,203,910.199
45,54,305.098
45,52,557.835
45,70,1776.9840000000004
45,74,620.4929999999998
45,51,861.536
45,73,1076.3400000000001
45,63,2173.6920000000005
45,62,572.745
45,79,126.83100000000002
45,48,365.03499999999997
45,77,819.2779999999999
45,78,161.207
45,44,679.928
45,110,379.07800000000003
45,72,244.25300000000001
45,53,561.725
45,56,244.25300000000001
45,57,188.114
45,58,233.60500000000002
45,59,225.039
45,60,296.793
45,46,692.1210000000001
45,47,717.341
45,55,193.553
45,43,1130.0309999999997
45,49,608.4499999999999
45,75,824.2199999999999
45,100,1766.5519999999997
45,101,2225.6580000000004
45,102,2027.7380000000007
45,50,1215.92
45,201,680.7559999999999
45,200,778.709
45,42,717.341
45,202,1314.525
45,71,1191.015
45,61,253.779
45,76,908.5769999999998
45,203,218.70499999999998
202,54,1597.163
202,52,1832.8939999999998
202,70,1659.6199999999997
202,74,1563.794
202,51,1118.6810000000003
202,73,2104.943999999999
202,63,2164.4439999999995
202,62,935.784
202,79,1418.9140000000002
202,48,965.3640000000001
202,77,794.239
202,78,1412.6930000000002
202,44,1108.198
202,110,1358.5529999999999
202,72,1395.6680000000001
202,53,1791.2159999999997
202,56,1395.6680000000001
202,57,1385.868
202,58,1338.641
202,59,1311.205
202,60,1392.085
202,46,1974.1019999999999
202,47,1876.2069999999999
202,55,1445.0389999999998
202,43,1141.214
202,49,795.177
202,75,1767.521
202,100,1031.8150000000003
202,101,2247.466
202,102,1775.4759999999997
202,50,1153.616
202,201,899.4549999999999
202,200,1865.1000000000001
202,42,1876.2069999999999
202,45,1314.525
202,71,1128.711
202,61,1146.415
202,76,787.803
202,203,1332.304
71,54,1159.256
71,52,1213.467
71,70,620.973
71,74,1765.0720000000001
71,51,329.479
71,73,1437.219
71,63,1113.9420000000002
71,62,1293.6130000000003
71,79,1076.4150000000002
71,48,1136.9120000000003
71,77,452.76400000000007
71,78,1042.0390000000002
71,44,511.087
71,110,824.389
71,72,965.6719999999999
71,53,1163.7560000000003
71,56,965.6719999999999
71,57,1020.299
71,58,967.987
71,59,1004.81
71,60,956.8319999999999
71,46,1532.6410000000005
71,47,1720.4970000000003
71,55,1074.3850000000002
71,43,169.594
71,49,669.3790000000001
71,75,1968.7990000000002
71,100,1199.985
71,101,1196.9640000000004
71,102,882.0389999999999
71,50,24.905
71,201,1406.0890000000004
71,200,1923.2880000000002
71,42,1720.4970000000003
71,45,1191.015
71,202,1128.7110000000002
71,61,1033.643
71,76,357.764
71,203,982.887
61,54,508.631
61,52,751.5160000000001
61,70,1610.7649999999999
61,74,759.9449999999999
61,51,704.164
61,73,1075.3730000000003
61,63,2016.320000000001
61,62,451.88800000000003
61,79,308.81800000000004
61,48,186.24699999999999
61,77,627.684
61,78,276.044
61,44,522.556
61,110,230.87699999999998
61,72,259.64599999999996
61,53,718.3480000000001
61,56,259.64599999999996
61,57,249.13699999999997
61,58,210.965
61,59,175.474
61,60,264.409
61,46,920.2540000000002
61,47,867.163
61,55,308.39
61,43,972.6589999999998
61,49,413.154
61,75,963.672
61,100,1574.9579999999996
61,101,2068.286000000001
61,102,1858.9439999999997
61,50,1058.5479999999998
61,201,564.3639999999999
61,200,918.1610000000001
61,42,867.163
61,45,253.779
61,202,1146.4149999999997
61,71,1033.6429999999998
61,76,716.9829999999998
61,203,196.573
76,54,1129.1990000000003
76,52,1220.1590000000003
76,70,910.638
76,74,1424.164
76,51,402.117
76,73,1492.209
76,63,1404.9360000000001
76,62,952.705
76,79,920.056
76,48,796.004
76,77,111.856
76,78,885.68
76,44,495.463
76,110,808.7649999999999
76,72,868.6549999999999
76,53,1178.481
76,56,868.6549999999999
76,57,863.9399999999999
76,58,811.6279999999999
76,59,784.1919999999999
76,60,865.072
76,46,1526.4700000000005
76,47,1531.382
76,55,918.026
76,43,370.267
76,49,328.471
76,75,1627.891
76,100,864.2400000000001
76,101,1487.9580000000003
76,102,1158.817
76,50,382.669
76,201,1065.1810000000003
76,200,1582.38
76,42,1531.382
76,45,908.577
76,202,787.803
76,71,357.764
76,61,716.983
76,203,805.2909999999998
203,54,337.70300000000003
203,52,590.4399999999999
203,70,1568.8560000000002
203,74,813.1229999999996
203,51,653.408
203,73,914.5300000000002
203,63,1962.0100000000004
203,62,648.461
203,79,128.56
203,48,382.82000000000005
203,77,715.992
203,78,94.184
203,44,471.8000000000001
203,110,160.37300000000002
203,72,77.296
203,53,557.505
203,56,77.296
203,57,67.277
203,58,14.9
203,59,21.923
203,60,78.08800000000001
203,46,763.679
203,47,910.1989999999997
203,55,126.53
203,43,921.9029999999998
203,49,598.104
203,75,1016.8499999999997
203,100,1663.2659999999996
203,101,2013.9760000000003
203,102,1819.6100000000006
203,50,1007.7919999999998
203,201,760.9369999999999
203,200,971.3389999999997
203,42,910.1989999999997
203,45,218.70499999999998
203,202,1332.304
203,71,982.8869999999998
203,61,196.573
203,76,805.2909999999998
