poi_id_1,poi_id_2,distance
77,58,722.3289999999998
77,59,694.8929999999998
77,60,775.7729999999999
77,46,1437.171
77,47,1434.9619999999998
77,55,828.7269999999999
77,43,423.189
77,49,232.05100000000002
77,75,1531.4709999999998
77,100,962.71
77,101,1582.958
77,102,1253.8169999999998
77,50,477.66900000000004
77,201,990.648
77,200,1485.9599999999998
77,42,1434.9619999999998
77,45,819.2779999999999
77,202,794.2389999999999
77,71,452.76400000000007
77,61,627.6839999999997
77,76,111.856
77,203,715.9919999999997
78,54,243.519
78,52,496.256
78,70,1628.0080000000003
78,74,759.2579999999998
78,51,712.5600000000002
78,73,921.9970000000003
78,63,2021.1620000000005
78,62,711.51
78,79,34.376
78,48,452.60699999999997
78,77,796.3810000000002
78,44,530.9520000000001
78,110,219.52499999999998
78,72,83.046
78,53,469.27
78,56,83.046
78,57,26.907
78,58,79.284
78,59,116.107
78,60,137.24
78,46,669.495
78,47,856.106
78,55,32.346
78,43,981.055
78,49,678.4930000000002
78,75,962.9849999999999
78,100,1743.655
78,101,2073.128
78,102,1878.7620000000006
78,50,1066.944
78,201,819.5209999999998
78,200,917.4739999999999
78,42,856.106
78,45,161.207
78,202,1412.6930000000004
78,71,1042.039
78,61,276.04400000000004
78,76,885.6800000000001
78,203,94.184
44,54,648.169
44,52,735.973
44,70,1097.056
44,74,1274.3460000000002
44,51,181.608
44,73,1012.8519999999999
44,63,1493.7640000000004
44,62,949.2289999999997
44,79,565.328
44,48,692.4859999999999
44,77,406.164
44,78,530.952
44,110,313.302
44,72,454.5849999999999
44,53,694.295
44,56,454.5849999999999
44,57,509.212
44,58,456.9
44,59,493.72299999999996
44,60,445.7449999999999
44,46,1031.007
44,47,1218.8629999999998
44,55,563.298
44,43,450.10299999999995
44,49,422.657
44,75,1478.073
44,100,1353.4379999999999
44,101,1545.7300000000002
44,102,1347.8100000000002
44,50,535.992
44,201,1061.7049999999997
44,200,1432.5620000000001
44,42,1218.8629999999998
44,45,679.9279999999999
44,202,1108.198
44,71,511.087
44,61,522.5559999999999
44,76,495.46299999999997
44,203,471.79999999999995
110,54,334.86699999999996
110,52,531.619
110,70,1410.3580000000002
110,74,973.4959999999994
110,51,494.90999999999997
110,73,855.4760000000003
110,63,1801.6370000000004
110,62,682.7650000000001
110,79,253.901
110,48,417.12399999999997
110,77,719.4659999999999
110,78,219.525
110,44,313.302
110,72,141.28300000000002
110,53,498.451
110,56,141.28300000000002
110,57,197.785
110,58,145.473
110,59,182.296
110,60,132.443
110,46,717.7049999999999
110,47,905.5609999999999
110,55,251.871
110,43,763.4049999999999
110,49,624.3530000000001
110,75,1177.2229999999997
110,100,1666.74
110,101,1853.6030000000003
110,102,1661.1120000000003
110,50,849.294
110,201,795.241
110,200,1131.7119999999998
110,42,905.5609999999999
110,45,379.07800000000003
110,202,1358.5530000000003
110,71,824.389
110,61,230.877
110,76,808.765
110,203,160.373
72,54,304.764
72,52,515.094
72,70,1551.641
72,74,840.5829999999996
72,51,636.193
72,73,838.9510000000002
72,63,1942.9200000000003
72,62,701.85
72,79,117.422
72,48,436.20899999999995
72,77,779.3560000000001
72,78,83.046
72,44,454.58500000000004
72,110,141.28300000000002
72,53,481.92600000000004
72,56,0.0
72,57,63.307
72,58,62.396
72,59,99.219
72,60,62.34400000000001
72,46,690.1290000000001
72,47,877.9850000000001
72,55,115.392
72,43,904.6879999999999
72,49,661.4680000000001
72,75,1044.3099999999997
72,100,1726.6299999999999
72,101,1994.8860000000002
72,102,1802.3950000000002
72,50,990.577
72,201,814.326
72,200,998.7989999999998
72,42,877.9850000000001
72,45,244.25300000000001
72,202,1395.6680000000003
72,71,965.672
72,61,259.646
72,76,868.655
72,203,77.29599999999999
53,54,466.6050000000001
53,52,99.643
53,70,1749.7249999999997
53,74,987.7819999999999
53,51,855.5609999999999
53,73,556.487
53,63,1795.0229999999997
53,62,1112.028
53,79,434.89399999999995
53,48,904.3180000000001
53,77,1089.1819999999998
53,78,469.27
53,44,694.2950000000001
53,110,498.45099999999996
53,72,481.92599999999993
53,56,481.92599999999993
53,57,496.17699999999996
53,58,542.605
53,59,579.428
53,60,529.5749999999999
53,46,461.447
53,47,649.3030000000001
53,55,501.616
53,43,1102.7720000000002
53,49,1041.9060000000002
53,75,1326.323
53,100,2036.456
53,101,1846.989
53,102,2009.0629999999996
53,50,1188.6609999999998
53,201,1220.0389999999998
53,200,977.2860000000001
53,42,649.3030000000001
53,45,561.725
53,202,1791.2160000000001
53,71,1163.756
53,61,718.3480000000001
53,76,1178.481
53,203,557.505
56,54,304.764
56,52,515.094
56,70,1551.641
56,74,840.5829999999996
56,51,636.193
56,73,838.9510000000002
56,63,1942.9200000000003
56,62,701.85
56,79,117.422
56,48,436.20899999999995
56,77,779.3560000000001
56,78,83.046
56,44,454.58500000000004
56,110,141.28300000000002
56,72,0.0
56,53,481.92600000000004
56,57,63.307
56,58,62.396
56,59,99.219
56,60,62.34400000000001
56,46,690.1290000000001
56,47,877.9850000000001
56,55,115.392
56,43,904.6879999999999
56,49,661.4680000000001
56,75,1044.3099999999997
56,100,1726.6299999999999
56,101,1994.8860000000002
56,102,1802.3950000000002
56,50,990.577
56,201,814.326
56,200,998.7989999999998
56,42,877.9850000000001
56,45,244.25300000000001
56,202,1395.6680000000003
56,71,965.672
56,61,259.646
56,76,868.655
56,203,77.29599999999999
57,54,270.42600000000004
57,52,523.163
57,70,1606.268
57,74,786.1649999999998
57,51,690.8200000000002
57,73,902.2580000000003
57,63,1999.4220000000005
57,62,691.341
57,79,61.282999999999994
57,48,425.69999999999993
57,77,774.6410000000002
57,78,26.907
57,44,509.2120000000001
57,110,197.78499999999997
57,72,63.307
57,53,496.177
57,56,63.307
57,58,52.377
57,59,89.2
57,60,115.50000000000001
57,46,696.402
57,47,883.013
57,55,59.25299999999999
57,43,959.3149999999999
57,49,652.6070000000001
57,75,989.8919999999999
57,100,1721.915
57,101,2051.3880000000004
57,102,1857.0220000000004
57,50,1045.204
57,201,803.817
57,200,944.381
57,42,883.013
57,45,188.114
57,202,1385.868
57,71,1020.299
57,61,249.137
57,76,863.94
57,203,67.277
58,54,322.80300000000005
58,52,575.54
58,70,1553.9560000000001
58,74,828.0229999999996
58,51,638.508
58,73,899.6300000000002
58,63,1947.1100000000004
58,62,662.8530000000001
58,79,113.66
58,48,397.21200000000005
58,77,722.3290000000001
58,78,79.28399999999999
58,44,456.90000000000015
58,110,145.473
58,72,62.396
58,53,542.605
58,56,62.396
58,57,52.377
58,59,36.823
58,60,63.188
58,46,748.779
58,47,925.0989999999997
58,55,111.63
58,43,907.0029999999998
58,49,604.441
58,75,1031.7499999999998
58,100,1669.6029999999998
58,101,1999.0760000000002
58,102,1804.7100000000005
58,50,992.8919999999998
58,201,775.329
58,200,986.2389999999997
58,42,925.0989999999997
58,45,233.605
58,202,1338.6410000000003
58,71,967.9869999999999
58,61,210.96499999999997
58,76,811.6279999999999
58,203,14.9
59,54,359.6260000000001
59,52,612.3629999999999
59,70,1590.7790000000002
59,74,819.4569999999997
59,51,675.331
59,73,936.4530000000002
59,63,1983.9330000000004
59,62,627.3620000000001
59,79,150.483
59,48,361.721
59,77,694.893
59,78,116.10699999999999
59,44,493.7230000000002
59,110,182.29600000000002
59,72,99.219
59,53,579.428
59,56,99.219
59,57,89.19999999999999
59,58,36.823
59,60,100.011
59,46,785.602
59,47,916.5329999999998
59,55,148.453
59,43,943.8259999999998
59,49,577.0050000000001
59,75,1023.1839999999997
59,100,1642.1669999999997
59,101,2035.8990000000003
59,102,1841.5330000000006
59,50,1029.715
59,201,739.838
59,200,977.6729999999998
59,42,916.5329999999998
59,45,225.039
59,202,1311.2050000000002
59,71,1004.8099999999998
59,61,175.474
59,76,784.1919999999999
59,203,21.923
60,54,365.991
60,52,562.7429999999999
60,70,1542.8010000000002
60,74,891.2109999999994
60,51,627.3529999999998
60,73,886.6000000000003
60,63,1934.0800000000004
60,62,716.297
60,79,171.616
60,48,450.65600000000006
60,77,775.773
60,78,137.24
60,44,445.74500000000006
60,110,132.443
60,72,62.344
60,53,529.575
60,56,62.344
60,57,115.5
60,58,63.188
60,59,100.011
60,46,748.829
60,47,936.685
60,55,169.586
60,43,895.8479999999997
60,49,657.885
60,75,1094.9379999999996
60,100,1723.0469999999996
60,101,1986.0460000000003
60,102,1793.5550000000003
60,50,981.7369999999999
60,201,828.7729999999999
60,200,1049.4269999999997
60,42,936.685
60,45,296.793
60,202,1392.085
60,71,956.8319999999999
60,61,264.409
60,76,865.0719999999999
60,203,78.088
46,54,449.727
46,52,361.804
46,70,2118.6099999999997
46,74,526.3349999999999
46,51,1212.6149999999998
46,73,429.2
46,63,2155.738
46,62,1170.953
46,79,635.119
46,48,1034.219
46,77,1437.1709999999998
46,78,669.495
46,44,1031.007
46,110,717.705
46,72,690.129
46,53,461.447
46,56,690.129
46,57,696.402
46,58,748.7790000000001
46,59,785.6020000000001
46,60,748.8290000000001
46,47,187.856
46,55,701.841
46,43,1471.6570000000002
46,49,1279.042
46,75,864.876
46,100,2384.4449999999997
46,101,2207.704
46,102,2377.948
46,50,1557.5460000000003
46,201,1166.8370000000002
46,200,515.839
46,42,187.856
46,45,692.1210000000001
46,202,1974.1019999999999
46,71,1532.641
46,61,920.2539999999999
46,76,1526.4699999999998
46,203,763.6790000000001
47,54,637.5829999999999
47,52,549.6599999999999
47,70,2306.4659999999994
47,74,389.94599999999997
47,51,1400.4709999999998
47,73,607.4199999999998
47,63,2343.5939999999996
47,62,1073.058
47,79,821.73
47,48,936.324
47,77,1434.9620000000002
47,78,856.106
47,44,1218.863
47,110,905.5609999999999
47,72,877.9849999999999
47,53,649.3029999999999
47,56,877.9849999999999
47,57,883.013
47,58,925.099
47,59,916.533
47,60,936.685
47,46,187.856
47,55,888.4519999999999
47,43,1659.5130000000001
47,49,1202.9110000000003
47,75,705.322
47,100,2382.2359999999994
47,101,2395.56
47,102,2565.8039999999996
47,50,1745.4020000000003
47,201,1030.448
47,200,356.285
47,42,0.0
47,45,717.341
47,202,1876.2069999999999
47,71,1720.497
47,61,867.163
47,76,1531.382
47,203,910.199
55,54,275.865
55,52,528.602
55,70,1660.3540000000003
55,74,791.6039999999998
55,51,744.9060000000002
55,73,954.3430000000003
55,63,2053.5080000000007
55,62,743.856
55,79,66.72200000000001
55,48,484.953
55,77,828.7270000000002
55,78,32.346000000000004
55,44,563.2980000000001
55,110,251.87099999999998
55,72,115.39200000000001
55,53,501.616
55,56,115.39200000000001
55,57,59.253
55,58,111.63000000000001
55,59,148.453
55,60,169.586
55,46,701.841
55,47,888.452
55,43,1013.401
55,49,710.8390000000002
55,75,995.3309999999999
55,100,1776.001
55,101,2105.474
55,102,1911.1080000000006
55,50,1099.29
55,201,851.8669999999998
55,200,949.8199999999999
55,42,888.452
55,45,193.553
55,202,1445.0390000000004
55,71,1074.385
55,61,308.39000000000004
55,76,918.0260000000001
55,203,126.53
43,54,1098.272
43,52,1152.483
43,70,755.5629999999999
43,74,1724.4490000000005
43,51,268.495
43,73,1381.7649999999999
43,63,1248.5320000000002
43,62,1301.3610000000003
43,79,1015.4309999999999
43,48,1124.3
43,77,423.1890000000001
43,78,981.055
43,44,450.103
43,110,763.405
43,72,904.6879999999999
43,53,1102.7720000000002
43,56,904.6879999999999
43,57,959.3149999999999
43,58,907.0029999999999
43,59,943.8259999999999
43,60,895.8479999999998
43,46,1471.6570000000004
43,47,1659.5130000000001
43,55,1013.401
43,49,629.7749999999999
43,75,1928.1760000000004
43,100,1234.5070000000003
43,101,1331.5540000000003
43,102,1015.4089999999999
43,50,194.49900000000002
43,201,1413.837
43,200,1882.6650000000004
43,42,1659.5130000000001
43,45,1130.031
43,202,1141.214
43,71,169.59400000000002
43,61,972.6589999999999
43,76,370.26700000000005
43,203,921.9029999999999
49,54,892.0190000000001
49,52,1083.5839999999998
49,70,1222.2529999999997
49,74,1095.693
49,51,456.111
49,73,1376.2379999999996
49,63,1716.551
49,62,724.964
49,79,712.2879999999999
49,48,494.5250000000001
49,77,232.05100000000002
49,78,678.493
49,44,422.65700000000004
49,110,624.353
49,72,661.468
49,53,1041.906
49,56,661.468
49,57,652.6069999999999
49,58,604.4409999999999
49,59,577.005
49,60,657.8849999999999
49,46,1279.0420000000004
49,47,1202.911
49,55,710.8389999999998
49,43,629.7750000000001
49,75,1299.42
49,100,1179.3249999999996
49,101,1799.573
49,102,1470.4319999999998
49,50,694.284
49,201,837.4399999999999
49,200,1253.909
49,42,1202.911
49,45,608.4499999999999
49,202,795.1769999999999
49,71,669.379
49,61,413.154
49,76,328.471
49,203,598.1039999999999
75,54,1044.655
75,52,1226.6799999999998
75,70,2521.672999999999
75,74,418.55500000000006
75,51,1659.6809999999998
75,73,1284.4399999999998
75,63,2971.8369999999995
75,62,1006.5520000000002
75,79,928.609
75,48,1031.9689999999998
75,77,1531.4709999999998
75,78,962.985
75,44,1478.0729999999999
75,110,1177.223
75,72,1044.31
75,53,1326.3229999999999
75,56,1044.31
75,57,989.8919999999999
75,58,1031.75
75,59,1023.1840000000001
75,60,1094.938
75,46,864.8760000000001
75,47,705.322
75,55,995.331
75,43,1928.1759999999997
75,49,1299.42
75,100,2478.7449999999985
75,101,3023.8029999999994
75,102,2769.851999999999
75,50,1993.7039999999997
75,201,883.2980000000001
75,200,573.546
75,42,705.322
75,45,824.2200000000001
75,202,1767.5209999999997
75,71,1968.7989999999998
75,61,963.6720000000001
75,76,1627.8909999999998
75,203,1016.85
100,54,1987.1739999999995
100,52,2078.134
100,70,1211.7199999999996
100,74,2275.018
100,51,1266.3569999999995
100,73,2350.1839999999993
100,63,1734.2199999999996
100,62,1650.348
100,79,1778.0309999999997
100,48,1583.7459999999999
100,77,962.7100000000003
100,78,1743.6549999999995
100,44,1353.438
100,110,1666.7399999999998
100,72,1726.6299999999994
100,53,2036.4559999999997
100,56,1726.6299999999994
100,57,1721.9149999999997
100,58,1669.6029999999998
100,59,1642.1669999999997
100,60,1723.0469999999996
100,46,2384.4449999999997
100,47,2382.2359999999994
100,55,1776.0009999999995
100,43,1234.5069999999996
100,49,1179.325
100,75,2478.7449999999994
100,101,1688.6749999999995
100,102,831.9939999999999
100,50,1224.8899999999999
100,201,1762.8239999999998
100,200,2433.2339999999995
100,42,2382.2359999999994
100,45,1766.5519999999997
100,202,1031.8149999999998
100,71,1199.985
100,61,1574.9579999999996
100,76,864.2399999999998
100,203,1663.2659999999996
101,54,2188.4700000000007
101,52,1946.632
101,70,902.3059999999998
101,74,2734.0390000000007
101,51,1491.4389999999999
101,73,1859.6930000000002
101,63,265.04299999999995
101,62,2423.8069999999984
101,79,2107.504000000001
101,48,2238.216
101,77,1582.958
101,78,2073.128
101,44,1545.73
101,110,1853.6030000000003
101,72,1994.8860000000002
101,53,1846.989
101,56,1994.8860000000002
101,57,2051.3880000000004
101,58,1999.0760000000002
101,59,2035.8990000000001
101,60,1986.046
101,46,2207.7040000000006
101,47,2395.560000000001
101,55,2105.4740000000006
101,43,1331.5539999999999
101,49,1799.5729999999996
101,75,3023.803
101,100,1688.675
101,102,1010.1179999999999
101,50,1221.8690000000001
101,201,2536.2829999999985
101,200,2723.5430000000006
101,42,2395.560000000001
101,45,2225.6580000000004
101,202,2247.465999999998
101,71,1196.9640000000002
101,61,2068.286
101,76,1487.9579999999999
101,203,2013.9759999999999
102,54,1995.9789999999996
102,52,2058.774
102,70,627.889
102,74,2566.1250000000005
102,51,1174.7859999999998
102,73,2234.1320000000005
102,63,1055.6629999999998
102,62,2094.666
102,79,1913.1379999999997
102,48,1937.965
102,77,1253.817
102,78,1878.762
102,44,1347.81
102,110,1661.112
102,72,1802.3949999999998
102,53,2009.0629999999996
102,56,1802.3949999999998
102,57,1857.022
102,58,1804.7099999999998
102,59,1841.533
102,60,1793.5549999999998
102,46,2377.948000000001
102,47,2565.8040000000005
102,55,1911.108
102,43,1015.4089999999998
102,49,1470.4319999999998
102,75,2769.8520000000003
102,100,831.9940000000001
102,101,1010.1179999999998
102,50,906.9439999999998
102,201,2207.1420000000007
102,200,2724.341
102,42,2565.8040000000005
102,45,2027.7379999999996
102,202,1775.4759999999997
102,71,882.0389999999999
102,61,1858.944
102,76,1158.817
102,203,1819.61
50,54,1184.161
50,52,1238.372
50,70,645.8779999999999
50,74,1789.977
50,51,354.384
50,73,1462.124
50,63,1138.8470000000002
50,62,1318.5180000000003
50,79,1101.3200000000002
50,48,1161.8170000000002
50,77,477.6690000000001
50,78,1066.9440000000002
50,44,535.992
50,110,849.294
50,72,990.5769999999999
50,53,1188.6610000000003
50,56,990.5769999999999
50,57,1045.204
50,58,992.8919999999999
50,59,1029.715
50,60,981.7369999999999
50,46,1557.5460000000005
50,47,1745.4020000000003
50,55,1099.2900000000002
50,43,194.499
50,49,694.2840000000001
50,75,1993.7040000000002
50,100,1224.8899999999999
50,101,1221.8690000000004
50,102,906.9439999999998
50,201,1430.9940000000004
50,200,1948.1930000000002
50,42,1745.4020000000003
50,45,1215.92
50,202,1153.6160000000002
50,71,24.905
50,61,1058.548
50,76,382.669
50,203,1007.7919999999999
201,54,902.0249999999999
201,52,1158.7939999999996
201,70,1958.963
201,74,685.188
201,51,1243.3129999999999
201,73,1589.5040000000001
201,63,2453.2610000000004
201,62,289.94199999999995
201,79,785.1449999999999
201,48,383.313
201,77,990.6479999999999
201,78,819.5209999999998
201,44,1061.705
201,110,795.2409999999998
201,72,814.3259999999998
201,53,1220.0389999999998
201,56,814.3259999999998
201,57,803.8169999999998
201,58,775.3289999999997
201,59,739.838
201,60,828.7729999999997
201,46,1166.837
201,47,1030.4479999999999
201,55,851.8669999999998
201,43,1413.837
201,49,837.4399999999998
201,75,883.2980000000001
201,100,1762.824
201,101,2536.2830000000004
201,102,2207.1420000000003
201,50,1430.9940000000001
201,200,986.4939999999999
201,42,1030.4479999999999
201,45,680.7559999999999
201,202,899.4549999999999
201,71,1406.0890000000002
201,61,564.364
201,76,1065.1809999999998
201,203,760.9369999999999
200,54,965.5659999999999
200,52,877.6429999999999
200,70,2476.1619999999994
200,74,301.30600000000004
200,51,1614.17
200,73,935.4029999999999
200,63,2671.5769999999998
200,62,1104.131
200,79,883.0980000000001
200,48,986.4580000000001
200,77,1485.96
200,78,917.4740000000002
200,44,1432.562
200,110,1131.7120000000002
200,72,998.799
200,53,977.286
200,56,998.799
200,57,944.3810000000001
200,58,986.2390000000001
200,59,977.6730000000001
200,60,1049.427
200,46,515.8389999999999
200,47,356.28499999999997
200,55,949.8200000000002
200,43,1882.665
200,49,1253.909
200,75,573.546
200,100,2433.2339999999995
200,101,2723.543
200,102,2724.3410000000003
200,50,1948.193
200,201,986.4939999999999
200,42,356.28499999999997
200,45,778.709
200,202,1865.1000000000001
200,71,1923.288
200,61,918.1610000000002
200,76,1582.38
200,203,971.3390000000002
42,54,637.5829999999999
42,52,549.6599999999999
42,70,2306.4659999999994
42,74,389.94599999999997
42,51,1400.4709999999998
42,73,607.4199999999998
42,63,2343.5939999999996
42,62,1073.058
42,79,821.73
