,2016-01-01,2016-01-02,2016-01-03,2016-01-04,2016-01-05,2016-01-06,2016-01-07,2016-01-08,2016-01-09,2016-01-10,2016-01-11,2016-01-12,2016-01-13,2016-01-14,2016-01-15,2016-01-16,2016-01-17,2016-01-18,2016-01-19,2016-01-20,2016-01-21,2016-01-22,2016-01-23,2016-01-24,2016-01-25,2016-01-26,2016-01-27,2016-01-28,2016-01-29,2016-01-30,2016-01-31,2016-02-01,2016-02-02,2016-02-03,2016-02-04,2016-02-05,2016-02-06,2016-02-07,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-13,2016-02-14,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-20,2016-02-21,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-27,2016-02-28,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-05,2016-03-06,2016-03-07,2016-03-08,2016-03-09,2016-03-10,2016-03-11,2016-03-12,2016-03-13,2016-03-14,2016-03-15,2016-03-16,2016-03-17,2016-03-18,2016-03-19,2016-03-20,2016-03-21,2016-03-22,2016-03-23,2016-03-24,2016-03-25,2016-03-26,2016-03-27,2016-03-28,2016-03-29,2016-03-30,2016-03-31,2016-04-01,2016-04-02,2016-04-03,2016-04-04,2016-04-05,2016-04-06,2016-04-07,2016-04-08,2016-04-09,2016-04-10,2016-04-11,2016-04-12,2016-04-13,2016-04-14,2016-04-15,2016-04-16,2016-04-17,2016-04-18,2016-04-19,2016-04-20,2016-04-21,2016-04-22,2016-04-23,2016-04-24,2016-04-25,2016-04-26,2016-04-27,2016-04-28,2016-04-29,2016-04-30,2016-05-01,2016-05-02,2016-05-03,2016-05-04,2016-05-05,2016-05-06,2016-05-07,2016-05-08,2016-05-09,2016-05-10,2016-05-11,2016-05-12,2016-05-13,2016-05-14,2016-05-15,2016-05-16,2016-05-17,2016-05-18,2016-05-19,2016-05-20,2016-05-21,2016-05-22,2016-05-23,2016-05-24,2016-05-25,2016-05-26,2016-05-27,2016-05-28,2016-05-29,2016-05-30,2016-05-31,2016-06-01,2016-06-02,2016-06-03,2016-06-04,2016-06-05,2016-06-06,2016-06-07,2016-06-08,2016-06-09,2016-06-10,2016-06-11,2016-06-12,2016-06-13,2016-06-14,2016-06-15,2016-06-16,2016-06-17,2016-06-18,2016-06-19,2016-06-20,2016-06-21,2016-06-22,2016-06-23,2016-06-24,2016-06-25,2016-06-26,2016-06-27,2016-06-28,2016-06-29,2016-06-30,2016-07-01,2016-07-02,2016-07-03,2016-07-04,2016-07-05,2016-07-06,2016-07-07,2016-07-08,2016-07-09,2016-07-10,2016-07-11,2016-07-12,2016-07-13,2016-07-14,2016-07-15,2016-07-16,2016-07-17,2016-07-18,2016-07-19,2016-07-20,2016-07-21,2016-07-22,2016-07-23,2016-07-24,2016-07-25,2016-07-26,2016-07-27,2016-07-28,2016-07-29,2016-07-30,2016-07-31,2016-08-01,2016-08-02,2016-08-03,2016-08-04,2016-08-05,2016-08-06,2016-08-07,2016-08-08,2016-08-09,2016-08-10,2016-08-11,2016-08-12,2016-08-13,2016-08-14,2016-08-15,2016-08-16,2016-08-17,2016-08-18,2016-08-19,2016-08-20,2016-08-21,2016-08-22,2016-08-23,2016-08-24,2016-08-25,2016-08-26,2016-08-27,2016-08-28,2016-08-29,2016-08-30,2016-08-31,2016-09-01,2016-09-02,2016-09-03,2016-09-04,2016-09-05,2016-09-06,2016-09-07,2016-09-08,2016-09-09,2016-09-10,2016-09-11,2016-09-12,2016-09-13,2016-09-14,2016-09-15,2016-09-16,2016-09-17,2016-09-18,2016-09-19,2016-09-20,2016-09-21,2016-09-22,2016-09-23,2016-09-24,2016-09-25,2016-09-26,2016-09-27,2016-09-28,2016-09-29,2016-09-30,2016-10-01,2016-10-02,2016-10-03,2016-10-04,2016-10-05,2016-10-06,2016-10-07,2016-10-08,2016-10-09,2016-10-10,2016-10-11,2016-10-12,2016-10-13,2016-10-14,2016-10-15,2016-10-16,2016-10-17,2016-10-18,2016-10-19,2016-10-20,2016-10-21,2016-10-22,2016-10-23,2016-10-24,2016-10-25,2016-10-26,2016-10-27,2016-10-28,2016-10-29,2016-10-30,2016-10-31,2016-11-01,2016-11-02,2016-11-03,2016-11-04,2016-11-05,2016-11-06,2016-11-07,2016-11-08,2016-11-09,2016-11-10,2016-11-11,2016-11-12,2016-11-13,2016-11-14,2016-11-15,2016-11-16,2016-11-17,2016-11-18,2016-11-19,2016-11-20,2016-11-21,2016-11-22,2016-11-23,2016-11-24,2016-11-25,2016-11-26,2016-11-27,2016-11-28,2016-11-29,2016-11-30,2016-12-01,2016-12-02,2016-12-03,2016-12-04,2016-12-05,2016-12-06,2016-12-07,2016-12-08,2016-12-09,2016-12-10,2016-12-11,2016-12-12,2016-12-13,2016-12-14,2016-12-15,2016-12-16,2016-12-17,2016-12-18,2016-12-19,2016-12-20,2016-12-21,2016-12-22,2016-12-23,2016-12-24,2016-12-26,2016-12-27,2016-12-28,2016-12-29,2016-12-30
2016-01-01,0.0,91.0,76.0,54.0,84.0,75.0,69.0,67.0,66.0,62.0,46.0,60.0,56.0,63.0,63.0,68.0,66.0,42.0,64.0,54.0,53.0,55.0,80.0,82.0,53.0,59.0,52.0,54.0,60.0,85.0,74.0,41.0,55.0,66.0,55.0,50.0,74.0,72.0,50.0,59.0,72.0,76.0,68.0,92.0,96.0,52.0,63.0,66.0,59.0,62.0,80.0,96.0,40.0,61.0,57.0,60.0,65.0,85.0,81.0,44.0,63.0,62.0,66.0,63.0,77.0,69.0,45.0,56.0,68.0,59.0,57.0,85.0,88.0,46.0,61.0,60.0,51.0,69.0,84.0,88.0,37.0,56.0,61.0,71.0,64.0,85.0,78.0,80.0,67.0,60.0,54.0,53.0,61.0,60.0,32.0,55.0,50.0,45.0,48.0,51.0,66.0,39.0,43.0,41.0,54.0,45.0,65.0,74.0,31.0,57.0,54.0,58.0,54.0,75.0,85.0,74.0,42.0,45.0,38.0,53.0,69.0,60.0,37.0,65.0,64.0,61.0,58.0,68.0,64.0,36.0,66.0,61.0,62.0,46.0,68.0,61.0,36.0,74.0,60.0,63.0,63.0,68.0,65.0,38.0,56.0,54.0,61.0,56.0,72.0,65.0,30.0,44.0,61.0,61.0,58.0,68.0,53.0,31.0,50.0,49.0,49.0,48.0,64.0,66.0,33.0,49.0,66.0,51.0,47.0,62.0,59.0,26.0,43.0,46.0,56.0,55.0,64.0,60.0,37.0,42.0,58.0,66.0,62.0,65.0,53.0,48.0,74.0,72.0,72.0,60.0,78.0,76.0,39.0,66.0,78.0,68.0,72.0,74.0,73.0,47.0,64.0,70.0,81.0,67.0,84.0,87.0,44.0,81.0,82.0,64.0,58.0,85.0,67.0,54.0,75.0,78.0,73.0,69.0,78.0,82.0,62.0,80.0,87.0,82.0,71.0,86.0,80.0,79.0,75.0,83.0,77.0,88.0,84.0,77.0,53.0,83.0,88.0,79.0,73.0,71.0,77.0,49.0,74.0,79.0,84.0,69.0,76.0,81.0,53.0,84.0,75.0,88.0,75.0,82.0,89.0,46.0,68.0,77.0,76.0,68.0,89.0,81.0,54.0,79.0,72.0,77.0,75.0,85.0,86.0,52.0,69.0,68.0,71.0,57.0,69.0,67.0,41.0,76.0,76.0,71.0,75.0,78.0,83.0,53.0,70.0,71.0,78.0,64.0,63.0,78.0,53.0,71.0,71.0,78.0,75.0,82.0,76.0,45.0,59.0,52.0,51.0,55.0,78.0,107.0,65.0,77.0,78.0,71.0,69.0,69.0,72.0,49.0,68.0,53.0,73.0,62.0,77.0,76.0,46.0,67.0,58.0,60.0,72.0,67.0,72.0,46.0,57.0,59.0,54.0,60.0,83.0,75.0,45.0,62.0,62.0,50.0,62.0,76.0,74.0,48.0,59.0,71.0,70.0,80.0,91.0,67.0,45.0,54.0,63.0,53.0,60.0,75.0,76.0,39.0,59.0,63.0,67.0,60.0,62.0,69.0,82.0,87.0,92.0,77.0
2016-01-02,91.0,0.0,57.0,63.0,43.0,64.0,56.0,46.0,49.0,67.0,95.0,69.0,65.0,66.0,52.0,51.0,59.0,89.0,69.0,83.0,68.0,60.0,43.0,63.0,82.0,70.0,77.0,61.0,61.0,52.0,45.0,82.0,68.0,73.0,56.0,65.0,47.0,85.0,71.0,64.0,53.0,45.0,45.0,37.0,61.0,75.0,68.0,61.0,62.0,49.0,41.0,47.0,81.0,64.0,64.0,63.0,48.0,46.0,52.0,95.0,54.0,81.0,65.0,54.0,38.0,82.0,82.0,61.0,63.0,64.0,52.0,48.0,55.0,75.0,52.0,57.0,60.0,52.0,49.0,59.0,76.0,59.0,58.0,64.0,53.0,66.0,67.0,59.0,54.0,59.0,63.0,58.0,64.0,81.0,91.0,68.0,71.0,66.0,65.0,58.0,83.0,88.0,70.0,74.0,63.0,58.0,50.0,59.0,78.0,68.0,63.0,67.0,61.0,58.0,62.0,65.0,73.0,68.0,69.0,62.0,60.0,85.0,82.0,64.0,73.0,60.0,53.0,65.0,67.0,73.0,69.0,58.0,51.0,57.0,65.0,68.0,77.0,79.0,71.0,70.0,78.0,67.0,64.0,81.0,67.0,67.0,66.0,61.0,61.0,60.0,79.0,59.0,62.0,64.0,59.0,63.0,66.0,80.0,69.0,62.0,68.0,71.0,63.0,65.0,80.0,62.0,63.0,62.0,60.0,65.0,64.0,73.0,68.0,61.0,61.0,62.0,55.0,57.0,78.0,67.0,65.0,53.0,53.0,56.0,66.0,61.0,57.0,47.0,49.0,43.0,49.0,63.0,70.0,49.0,45.0,51.0,45.0,49.0,60.0,74.0,61.0,43.0,38.0,46.0,49.0,52.0,69.0,50.0,51.0,45.0,55.0,58.0,60.0,63.0,46.0,49.0,56.0,42.0,49.0,51.0,69.0,37.0,38.0,35.0,46.0,47.0,45.0,46.0,46.0,30.0,38.0,45.0,51.0,52.0,66.0,42.0,49.0,46.0,46.0,46.0,48.0,66.0,49.0,44.0,51.0,46.0,47.0,50.0,60.0,41.0,46.0,37.0,38.0,41.0,46.0,65.0,41.0,54.0,47.0,37.0,48.0,46.0,59.0,50.0,41.0,40.0,48.0,40.0,51.0,57.0,46.0,55.0,50.0,52.0,50.0,84.0,70.0,39.0,49.0,48.0,36.0,47.0,46.0,64.0,43.0,52.0,49.0,41.0,68.0,61.0,66.0,46.0,52.0,59.0,40.0,45.0,43.0,68.0,68.0,65.0,64.0,52.0,69.0,46.0,64.0,54.0,75.0,56.0,52.0,40.0,79.0,72.0,55.0,58.0,64.0,59.0,40.0,47.0,77.0,62.0,69.0,59.0,47.0,42.0,51.0,69.0,66.0,64.0,73.0,47.0,46.0,52.0,98.0,63.0,65.0,71.0,59.0,45.0,81.0,85.0,58.0,50.0,39.0,33.0,40.0,54.0,92.0,69.0,58.0,66.0,61.0,38.0,53.0,82.0,64.0,60.0,64.0,65.0,73.0,58.0,43.0,52.0,45.0,40.0
2016-01-03,76.0,57.0,0.0,60.0,58.0,57.0,49.0,51.0,54.0,54.0,72.0,48.0,56.0,59.0,53.0,54.0,50.0,66.0,52.0,58.0,57.0,59.0,56.0,52.0,71.0,59.0,62.0,56.0,50.0,63.0,48.0,73.0,59.0,60.0,51.0,52.0,68.0,58.0,70.0,59.0,52.0,52.0,58.0,66.0,64.0,72.0,53.0,56.0,47.0,46.0,58.0,62.0,58.0,57.0,53.0,48.0,55.0,61.0,47.0,80.0,55.0,62.0,52.0,53.0,61.0,55.0,63.0,58.0,62.0,53.0,53.0,69.0,66.0,64.0,51.0,58.0,59.0,63.0,64.0,70.0,73.0,70.0,69.0,85.0,80.0,95.0,96.0,78.0,77.0,74.0,72.0,67.0,87.0,66.0,76.0,65.0,66.0,65.0,72.0,73.0,76.0,75.0,67.0,63.0,76.0,69.0,81.0,80.0,75.0,71.0,70.0,76.0,74.0,87.0,91.0,88.0,80.0,81.0,80.0,69.0,85.0,74.0,79.0,77.0,78.0,81.0,72.0,86.0,80.0,74.0,78.0,67.0,76.0,62.0,90.0,77.0,78.0,78.0,72.0,71.0,79.0,82.0,73.0,76.0,78.0,78.0,81.0,78.0,82.0,71.0,72.0,66.0,71.0,73.0,78.0,88.0,67.0,71.0,74.0,73.0,71.0,62.0,72.0,72.0,75.0,67.0,72.0,69.0,75.0,74.0,65.0,70.0,73.0,70.0,70.0,69.0,70.0,78.0,79.0,68.0,76.0,56.0,60.0,63.0,69.0,60.0,56.0,62.0,56.0,56.0,60.0,68.0,63.0,66.0,60.0,54.0,66.0,58.0,59.0,71.0,60.0,60.0,67.0,59.0,60.0,57.0,66.0,57.0,66.0,58.0,56.0,63.0,51.0,64.0,51.0,54.0,57.0,57.0,60.0,60.0,72.0,64.0,63.0,62.0,61.0,64.0,54.0,59.0,55.0,59.0,61.0,64.0,62.0,53.0,67.0,65.0,68.0,53.0,57.0,53.0,51.0,63.0,56.0,59.0,54.0,51.0,62.0,59.0,65.0,50.0,53.0,60.0,49.0,64.0,65.0,68.0,56.0,55.0,60.0,56.0,59.0,59.0,68.0,69.0,56.0,53.0,61.0,59.0,60.0,64.0,53.0,56.0,53.0,63.0,53.0,59.0,65.0,54.0,50.0,53.0,59.0,54.0,45.0,67.0,50.0,63.0,52.0,50.0,67.0,58.0,63.0,47.0,57.0,58.0,57.0,52.0,52.0,61.0,59.0,54.0,57.0,61.0,68.0,75.0,79.0,51.0,52.0,61.0,45.0,55.0,62.0,67.0,50.0,51.0,51.0,58.0,53.0,50.0,62.0,59.0,52.0,46.0,50.0,63.0,58.0,62.0,51.0,53.0,52.0,50.0,53.0,41.0,81.0,56.0,52.0,60.0,44.0,62.0,56.0,66.0,49.0,51.0,48.0,62.0,59.0,51.0,67.0,54.0,43.0,55.0,52.0,53.0,44.0,65.0,45.0,51.0,59.0,54.0,58.0,63.0,60.0,61.0,66.0,61.0
2016-01-04,54.0,63.0,60.0,0.0,68.0,69.0,53.0,61.0,48.0,56.0,58.0,66.0,60.0,67.0,59.0,50.0,58.0,48.0,56.0,58.0,59.0,67.0,54.0,68.0,53.0,61.0,56.0,60.0,52.0,71.0,50.0,45.0,53.0,68.0,51.0,48.0,58.0,74.0,40.0,55.0,58.0,64.0,62.0,62.0,74.0,40.0,61.0,58.0,49.0,46.0,54.0,74.0,38.0,61.0,57.0,56.0,49.0,57.0,69.0,52.0,45.0,70.0,60.0,61.0,53.0,69.0,45.0,62.0,62.0,61.0,47.0,59.0,68.0,48.0,55.0,54.0,47.0,51.0,60.0,74.0,45.0,78.0,71.0,77.0,82.0,95.0,92.0,76.0,71.0,74.0,70.0,69.0,77.0,72.0,52.0,63.0,68.0,61.0,72.0,63.0,78.0,63.0,59.0,53.0,64.0,69.0,77.0,82.0,45.0,71.0,62.0,76.0,70.0,85.0,87.0,86.0,54.0,53.0,48.0,65.0,81.0,80.0,47.0,71.0,74.0,71.0,68.0,86.0,82.0,56.0,80.0,71.0,68.0,66.0,84.0,73.0,48.0,84.0,74.0,75.0,83.0,82.0,75.0,50.0,72.0,70.0,67.0,74.0,90.0,69.0,42.0,56.0,69.0,75.0,72.0,74.0,69.0,51.0,62.0,73.0,67.0,62.0,72.0,76.0,45.0,67.0,78.0,69.0,61.0,66.0,69.0,44.0,71.0,58.0,68.0,63.0,72.0,72.0,53.0,64.0,72.0,62.0,62.0,55.0,75.0,30.0,56.0,64.0,60.0,54.0,54.0,66.0,37.0,58.0,56.0,50.0,58.0,58.0,55.0,39.0,58.0,60.0,65.0,49.0,60.0,69.0,32.0,57.0,66.0,42.0,60.0,81.0,65.0,28.0,57.0,56.0,55.0,63.0,56.0,64.0,38.0,52.0,63.0,54.0,59.0,64.0,56.0,63.0,57.0,63.0,59.0,64.0,62.0,59.0,29.0,63.0,62.0,55.0,61.0,61.0,65.0,35.0,48.0,61.0,60.0,57.0,54.0,61.0,31.0,60.0,55.0,54.0,61.0,62.0,71.0,36.0,54.0,57.0,60.0,54.0,61.0,57.0,34.0,63.0,54.0,57.0,59.0,61.0,68.0,34.0,65.0,62.0,61.0,59.0,59.0,73.0,35.0,50.0,58.0,55.0,59.0,58.0,63.0,31.0,54.0,57.0,56.0,58.0,55.0,56.0,33.0,57.0,57.0,64.0,51.0,54.0,52.0,31.0,43.0,40.0,37.0,39.0,56.0,77.0,43.0,59.0,66.0,59.0,55.0,55.0,82.0,43.0,58.0,61.0,55.0,62.0,57.0,64.0,40.0,51.0,60.0,58.0,56.0,51.0,56.0,40.0,63.0,59.0,54.0,58.0,49.0,53.0,55.0,62.0,62.0,54.0,60.0,60.0,78.0,52.0,59.0,57.0,56.0,62.0,59.0,51.0,59.0,66.0,57.0,51.0,54.0,55.0,62.0,49.0,59.0,61.0,71.0,66.0,70.0,61.0,60.0,65.0,70.0,59.0
2016-01-05,84.0,43.0,58.0,68.0,0.0,69.0,59.0,59.0,52.0,60.0,94.0,76.0,70.0,73.0,61.0,48.0,66.0,86.0,74.0,80.0,73.0,69.0,50.0,66.0,87.0,73.0,74.0,64.0,64.0,61.0,52.0,77.0,75.0,64.0,71.0,74.0,50.0,94.0,76.0,65.0,58.0,56.0,56.0,44.0,68.0,66.0,67.0,66.0,65.0,52.0,52.0,60.0,86.0,69.0,63.0,62.0,63.0,51.0,59.0,88.0,61.0,80.0,56.0,67.0,45.0,87.0,79.0,68.0,64.0,71.0,57.0,57.0,56.0,82.0,59.0,60.0,63.0,57.0,52.0,56.0,75.0,66.0,55.0,65.0,60.0,67.0,72.0,68.0,61.0,60.0,64.0,61.0,67.0,86.0,96.0,65.0,80.0,67.0,76.0,57.0,86.0,91.0,81.0,69.0,66.0,63.0,61.0,70.0,83.0,65.0,62.0,66.0,58.0,63.0,63.0,68.0,80.0,65.0,70.0,61.0,69.0,82.0,81.0,63.0,68.0,67.0,64.0,70.0,72.0,76.0,64.0,61.0,60.0,68.0,66.0,71.0,76.0,84.0,72.0,77.0,79.0,76.0,75.0,80.0,66.0,70.0,63.0,68.0,66.0,73.0,82.0,68.0,63.0,63.0,68.0,68.0,65.0,77.0,66.0,67.0,69.0,72.0,72.0,70.0,81.0,63.0,68.0,69.0,71.0,70.0,61.0,72.0,67.0,70.0,74.0,65.0,64.0,60.0,79.0,70.0,76.0,62.0,62.0,59.0,75.0,66.0,58.0,54.0,52.0,56.0,60.0,68.0,69.0,54.0,52.0,54.0,60.0,52.0,57.0,67.0,58.0,50.0,49.0,51.0,52.0,51.0,64.0,53.0,62.0,58.0,56.0,63.0,51.0,64.0,43.0,48.0,59.0,57.0,52.0,56.0,64.0,44.0,47.0,46.0,59.0,56.0,52.0,49.0,59.0,51.0,45.0,50.0,52.0,53.0,57.0,45.0,54.0,41.0,57.0,57.0,57.0,67.0,60.0,51.0,54.0,57.0,52.0,65.0,65.0,40.0,59.0,46.0,57.0,54.0,55.0,68.0,44.0,53.0,46.0,52.0,47.0,63.0,64.0,57.0,50.0,43.0,51.0,57.0,62.0,64.0,49.0,60.0,53.0,59.0,61.0,83.0,69.0,48.0,52.0,57.0,55.0,58.0,47.0,83.0,50.0,55.0,52.0,60.0,71.0,62.0,83.0,55.0,61.0,60.0,45.0,40.0,62.0,61.0,65.0,64.0,63.0,63.0,62.0,47.0,59.0,49.0,74.0,59.0,51.0,43.0,78.0,79.0,58.0,65.0,61.0,60.0,45.0,64.0,74.0,69.0,72.0,56.0,60.0,55.0,62.0,80.0,67.0,57.0,80.0,62.0,47.0,57.0,87.0,74.0,76.0,76.0,64.0,56.0,86.0,92.0,65.0,61.0,52.0,46.0,45.0,61.0,93.0,76.0,67.0,67.0,64.0,57.0,64.0,81.0,69.0,67.0,69.0,76.0,80.0,73.0,60.0,51.0,44.0,53.0
2016-01-06,75.0,64.0,57.0,69.0,69.0,0.0,50.0,52.0,45.0,47.0,69.0,53.0,49.0,52.0,42.0,51.0,53.0,69.0,59.0,51.0,48.0,50.0,57.0,55.0,64.0,54.0,59.0,49.0,45.0,62.0,53.0,68.0,52.0,61.0,42.0,51.0,63.0,61.0,67.0,52.0,57.0,53.0,49.0,63.0,73.0,75.0,48.0,55.0,50.0,49.0,57.0,67.0,69.0,46.0,46.0,45.0,46.0,62.0,48.0,81.0,52.0,53.0,49.0,44.0,60.0,62.0,68.0,53.0,59.0,50.0,46.0,68.0,69.0,63.0,56.0,57.0,44.0,46.0,63.0,63.0,74.0,65.0,64.0,80.0,69.0,92.0,85.0,67.0,72.0,63.0,67.0,56.0,74.0,59.0,71.0,54.0,71.0,62.0,63.0,62.0,65.0,66.0,54.0,64.0,57.0,62.0,78.0,81.0,74.0,70.0,69.0,75.0,61.0,82.0,86.0,79.0,73.0,74.0,71.0,62.0,80.0,67.0,78.0,74.0,69.0,68.0,65.0,77.0,71.0,75.0,73.0,66.0,63.0,59.0,79.0,64.0,71.0,81.0,71.0,72.0,78.0,61.0,68.0,75.0,69.0,73.0,72.0,71.0,75.0,66.0,67.0,57.0,66.0,72.0,69.0,79.0,66.0,78.0,63.0,66.0,68.0,59.0,69.0,65.0,72.0,56.0,73.0,62.0,64.0,63.0,54.0,69.0,66.0,57.0,65.0,56.0,65.0,63.0,82.0,61.0,75.0,45.0,55.0,54.0,56.0,63.0,51.0,63.0,65.0,47.0,57.0,59.0,62.0,59.0,63.0,55.0,63.0,61.0,62.0,66.0,59.0,57.0,62.0,52.0,59.0,58.0,71.0,58.0,63.0,57.0,53.0,78.0,54.0,75.0,54.0,65.0,62.0,44.0,65.0,59.0,77.0,65.0,68.0,65.0,48.0,63.0,59.0,48.0,52.0,62.0,64.0,63.0,65.0,52.0,78.0,62.0,73.0,68.0,48.0,58.0,50.0,64.0,55.0,54.0,65.0,52.0,61.0,58.0,72.0,63.0,64.0,61.0,60.0,63.0,64.0,71.0,61.0,60.0,73.0,55.0,68.0,50.0,75.0,64.0,45.0,54.0,48.0,62.0,59.0,69.0,48.0,55.0,54.0,60.0,50.0,62.0,66.0,61.0,51.0,52.0,52.0,57.0,48.0,68.0,49.0,64.0,61.0,55.0,70.0,41.0,70.0,52.0,48.0,55.0,50.0,57.0,53.0,66.0,66.0,59.0,64.0,64.0,83.0,82.0,82.0,44.0,69.0,54.0,48.0,52.0,55.0,56.0,47.0,54.0,52.0,45.0,62.0,49.0,63.0,56.0,55.0,57.0,49.0,62.0,57.0,69.0,50.0,56.0,57.0,45.0,62.0,48.0,84.0,51.0,53.0,51.0,47.0,49.0,61.0,61.0,54.0,50.0,49.0,57.0,62.0,48.0,64.0,53.0,48.0,54.0,49.0,54.0,49.0,66.0,52.0,52.0,56.0,51.0,53.0,52.0,59.0,66.0,67.0,54.0
2016-01-07,69.0,56.0,49.0,53.0,59.0,50.0,0.0,46.0,47.0,47.0,65.0,51.0,41.0,50.0,36.0,45.0,61.0,59.0,55.0,51.0,44.0,44.0,43.0,53.0,64.0,46.0,49.0,45.0,41.0,52.0,41.0,60.0,44.0,53.0,50.0,47.0,51.0,59.0,55.0,36.0,51.0,53.0,45.0,55.0,63.0,67.0,48.0,45.0,48.0,35.0,57.0,63.0,47.0,40.0,42.0,41.0,42.0,52.0,50.0,67.0,44.0,55.0,49.0,48.0,50.0,64.0,64.0,51.0,59.0,46.0,40.0,66.0,59.0,61.0,46.0,41.0,50.0,46.0,61.0,63.0,64.0,59.0,56.0,68.0,67.0,90.0,83.0,61.0,58.0,55.0,53.0,58.0,72.0,65.0,63.0,54.0,63.0,62.0,53.0,54.0,65.0,60.0,50.0,48.0,53.0,48.0,74.0,75.0,58.0,68.0,65.0,67.0,57.0,78.0,80.0,75.0,67.0,64.0,61.0,60.0,72.0,73.0,68.0,66.0,63.0,62.0,63.0,73.0,73.0,59.0,61.0,54.0,55.0,53.0,77.0,66.0,65.0,67.0,63.0,60.0,68.0,69.0,68.0,67.0,57.0,61.0,60.0,65.0,79.0,62.0,61.0,53.0,58.0,56.0,65.0,67.0,62.0,66.0,55.0,54.0,62.0,55.0,63.0,65.0,66.0,50.0,59.0,58.0,56.0,61.0,54.0,57.0,62.0,49.0,57.0,56.0,57.0,55.0,72.0,49.0,75.0,47.0,49.0,48.0,62.0,53.0,49.0,51.0,53.0,41.0,55.0,53.0,56.0,57.0,51.0,55.0,49.0,51.0,56.0,56.0,49.0,43.0,62.0,44.0,55.0,58.0,55.0,54.0,53.0,51.0,49.0,54.0,50.0,55.0,42.0,55.0,48.0,54.0,55.0,51.0,65.0,51.0,58.0,57.0,54.0,59.0,55.0,54.0,46.0,56.0,50.0,57.0,55.0,52.0,60.0,60.0,63.0,52.0,54.0,44.0,48.0,50.0,47.0,52.0,61.0,48.0,45.0,52.0,60.0,53.0,52.0,49.0,54.0,53.0,64.0,55.0,47.0,48.0,55.0,47.0,52.0,52.0,57.0,52.0,43.0,50.0,48.0,52.0,61.0,63.0,50.0,45.0,56.0,50.0,46.0,54.0,60.0,43.0,43.0,44.0,52.0,49.0,44.0,56.0,45.0,56.0,45.0,49.0,58.0,53.0,58.0,48.0,48.0,61.0,46.0,47.0,49.0,56.0,54.0,45.0,50.0,54.0,63.0,78.0,70.0,42.0,59.0,50.0,38.0,38.0,63.0,58.0,45.0,42.0,46.0,43.0,48.0,53.0,55.0,54.0,49.0,43.0,39.0,48.0,41.0,57.0,38.0,34.0,51.0,41.0,50.0,46.0,68.0,49.0,41.0,45.0,41.0,45.0,59.0,59.0,50.0,38.0,45.0,55.0,56.0,44.0,60.0,45.0,56.0,50.0,41.0,44.0,45.0,60.0,40.0,40.0,50.0,47.0,45.0,42.0,49.0,58.0,65.0,44.0
